rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
57,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,53,46,16,2018-01-06
58,LANCO,Greatest Love Story,60,45,17,2018-01-06
59,YBN Nahmir,Rubbin Off The Paint,55,46,8,2018-01-06
60,Macklemore Featuring Kesha,Good Old Days,61,60,10,2018-01-06
61,Taylor Swift,...Ready For It?,59,4,17,2018-01-06
62,Russell Dickerson,Yours,66,62,11,2018-01-06
63,Blake Shelton,I'll Name The Dogs,65,58,16,2018-01-06
64,Tay-K,The Race,68,44,20,2018-01-06
65,Huncho Jack Featuring Takeoff,Eye 2 Eye,-,65,1,2018-01-06
66,Taylor Swift,Look What You Made Me Do,76,1,19,2018-01-06
67,6ix9ine,Kooda,54,50,4,2018-01-06
68,Huncho Jack,Modern Slavery,-,68,1,2018-01-06
69,Imagine Dragons + Khalid,Thunder/Young Dumb & Broke (Medley),-,69,1,2018-01-06
70,Kodak Black Featuring Lil Wayne,Codeine Dreaming,64,52,5,2018-01-06
71,Huncho Jack,Black & Chinese,-,71,1,2018-01-06
72,Eric Church,Round Here Buzz,70,68,14,2018-01-06
73,Luke Bryan,Light It Up,72,57,18,2018-01-06
74,Luis Fonsi & Demi Lovato,Echame La Culpa,75,47,6,2018-01-06
75,Lil Xan,Betrayed,77,67,7,2018-01-06
76,Chris Young,Losing Sleep,78,63,14,2018-01-06
77,YoungBoy Never Broke Again,No Smoke,80,77,4,2018-01-06
78,Demi Lovato,Tell Me You Love Me,73,53,5,2018-01-06
79,Walker Hayes,You Broke Up With Me,83,79,10,2018-01-06
80,Quavo & Lil Yachty,Ice Tray,82,80,2,2018-01-06
81,Maren Morris,I Could Use A Love Song,81,75,19,2018-01-06
82,BTS Featuring Desiigner,MIC Drop,79,28,5,2018-01-06
83,Huncho Jack Featuring Offset,Dubai Shit,-,83,1,2018-01-06
84,Lil Baby,My Dawg,71,71,3,2018-01-06
85,Famous Dex Featuring A$AP Rocky,Pick It Up,74,73,7,2018-01-06
86,Old Dominion,Written In The Sand,89,86,6,2018-01-06
87,Huncho Jack,Huncho Jack,-,87,1,2018-01-06
88,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,-,85,3,2018-01-06
89,Scotty McCreery,Five More Minutes,96,89,4,2018-01-06
90,Huncho Jack,Motorcycle Patches,-,90,1,2018-01-06
91,Becky G Featuring Bad Bunny,Mayores,86,74,10,2018-01-06
92,Huncho Jack,Saint,-,92,1,2018-01-06
93,Eminem Featuring Beyonce,Walk On Water,87,14,5,2018-01-06
94,Migos,Stir Fry,-,94,1,2018-01-06
95,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,90,90,3,2018-01-06
96,XXXTENTACION Featuring Trippie Redd,F**k Love,91,41,18,2018-01-06
97,Kelsea Ballerini,Legends,100,97,4,2018-01-06
98,Niall Horan,Too Much To Ask,97,66,10,2018-01-06
99,Zayn Featuring Sia,Dusk Till Dawn,88,44,16,2018-01-06
100,Yo Gotti,Juice,93,93,4,2018-01-06
1,Ed Sheeran,Perfect,1,1,19,2018-01-13
2,Camila Cabello Featuring Young Thug,Havana,3,2,21,2018-01-13
3,Post Malone Featuring 21 Savage,Rockstar,2,1,16,2018-01-13
4,Imagine Dragons,Thunder,5,4,36,2018-01-13
5,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,4,4,17,2018-01-13
6,Halsey,Bad At Love,9,6,18,2018-01-13
7,Sam Smith,Too Good At Goodbyes,8,4,17,2018-01-13
8,"Migos, Nicki Minaj & Cardi B",MotorSport,7,6,10,2018-01-13
9,Lil Pump,Gucci Gang,6,3,17,2018-01-13
10,Cardi B,Bodak Yellow (Money Moves),10,1,27,2018-01-13
11,Dua Lipa,New Rules,12,11,23,2018-01-13
12,Portugal. The Man,Feel It Still,23,4,29,2018-01-13
13,Ed Sheeran,Shape Of You,19,1,52,2018-01-13
14,Kendrick Lamar Featuring Zacari,Love.,11,11,28,2018-01-13
15,Demi Lovato,Sorry Not Sorry,20,6,26,2018-01-13
16,Imagine Dragons,Believer,25,4,48,2018-01-13
17,G-Eazy & Halsey,Him & I,24,15,5,2018-01-13
18,NF,Let You Down,17,16,12,2018-01-13
19,Cardi B Featuring 21 Savage,Bartier Cardi,14,14,2,2018-01-13
20,6ix9ine,Gummo,15,12,8,2018-01-13
21,Maroon 5 Featuring SZA,What Lovers Do,21,9,19,2018-01-13
22,Khalid,Young Dumb & Broke,18,18,25,2018-01-13
23,Post Malone,I Fall Apart,16,16,15,2018-01-13
24,Bebe Rexha & Florida Georgia Line,Meant To Be,26,24,11,2018-01-13
25,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,30,1,51,2018-01-13
26,Gucci Mane Featuring Migos,I Get The Bag,22,11,20,2018-01-13
27,Charlie Puth,How Long,27,26,13,2018-01-13
28,Selena Gomez X Marshmello,Wolves,29,20,11,2018-01-13
29,21 Savage,Bank Account,28,12,26,2018-01-13
30,J Balvin & Willy William Featuring Beyonce,Mi Gente,32,3,27,2018-01-13
31,A$AP Ferg Featuring Nicki Minaj,Plain Jane,31,26,15,2018-01-13
32,Bruno Mars,That's What I Like,37,1,51,2018-01-13
33,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,34,3,36,2018-01-13
34,Charlie Puth,Attention,39,5,37,2018-01-13
35,Bruno Mars & Cardi B,Finesse,-,35,1,2018-01-13
36,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,35,24,19,2018-01-13
37,SZA,The Weekend,33,29,23,2018-01-13
38,Miguel Featuring Travis Scott,Sky Walker,41,35,15,2018-01-13
39,Taylor Swift Featuring Ed Sheeran & Future,End Game,40,39,7,2018-01-13
40,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,55,40,15,2018-01-13
41,Marshmello Featuring Khalid,Silence,44,30,21,2018-01-13
42,French Montana Featuring Swae Lee,Unforgettable,47,3,39,2018-01-13
43,P!nk,What About Us,48,13,22,2018-01-13
44,Thomas Rhett,Marry Me,45,44,5,2018-01-13
45,Eminem Featuring Ed Sheeran,River,43,11,3,2018-01-13
46,Brett Young,Like I Loved You,56,46,15,2018-01-13
47,Kodak Black Featuring XXXTENTACION,Roll In Peace,51,47,20,2018-01-13
48,N*E*R*D & Rihanna,Lemon,49,46,9,2018-01-13
49,Offset & Metro Boomin,Ric Flair Drip,53,44,10,2018-01-13
50,MAX Featuring gnash,Lights Down Low,54,50,13,2018-01-13
51,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,57,46,17,2018-01-13
52,Russell Dickerson,Yours,62,52,12,2018-01-13
53,LANCO,Greatest Love Story,58,45,18,2018-01-13
54,Macklemore Featuring Kesha,Good Old Days,60,54,11,2018-01-13
55,Taylor Swift,Look What You Made Me Do,66,1,20,2018-01-13
56,Blake Shelton,I'll Name The Dogs,63,56,17,2018-01-13
57,Eric Church,Round Here Buzz,72,57,15,2018-01-13
58,Taylor Swift,...Ready For It?,61,4,18,2018-01-13
59,Post Malone,Candy Paint,50,50,11,2018-01-13
60,YBN Nahmir,Rubbin Off The Paint,59,46,9,2018-01-13
61,Ozuna x Cardi B,La Modelo,52,52,2,2018-01-13
62,Maren Morris,I Could Use A Love Song,81,62,20,2018-01-13
63,Chris Young,Losing Sleep,76,63,15,2018-01-13
64,Luis Fonsi & Demi Lovato,Echame La Culpa,74,47,7,2018-01-13
65,Kodak Black Featuring Lil Wayne,Codeine Dreaming,70,52,6,2018-01-13
66,BTS Featuring Desiigner,MIC Drop,82,28,6,2018-01-13
67,Walker Hayes,You Broke Up With Me,79,67,11,2018-01-13
68,6ix9ine,Kooda,67,50,5,2018-01-13
69,Luke Bryan,Light It Up,73,57,19,2018-01-13
70,Old Dominion,Written In The Sand,86,70,7,2018-01-13
71,Camila Cabello,Never Be The Same,-,61,3,2018-01-13
72,Demi Lovato,Tell Me You Love Me,78,53,6,2018-01-13
73,YoungBoy Never Broke Again,No Smoke,77,73,5,2018-01-13
74,Quavo & Lil Yachty,Ice Tray,80,74,3,2018-01-13
75,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,88,75,4,2018-01-13
76,Lil Xan,Betrayed,75,67,8,2018-01-13
77,Famous Dex Featuring A$AP Rocky,Pick It Up,85,73,8,2018-01-13
78,Scotty McCreery,Five More Minutes,89,78,5,2018-01-13
79,Kelsea Ballerini,Legends,97,79,5,2018-01-13
80,WALK THE MOON,One Foot,-,80,1,2018-01-13
81,Becky G Featuring Bad Bunny,Mayores,91,74,11,2018-01-13
82,Kane Brown,Heaven,-,72,2,2018-01-13
83,Keala Settle & The Greatest Showman Ensemble,This Is Me,-,83,1,2018-01-13
84,Lil Baby,My Dawg,84,71,4,2018-01-13
85,Zac Efron & Zendaya,Rewrite The Stars,-,85,1,2018-01-13
86,Niall Horan,Too Much To Ask,98,66,11,2018-01-13
87,Devin Dawson,All On Me,-,87,6,2018-01-13
88,Loren Allred,Never Enough,-,88,1,2018-01-13
89,Migos,Stir Fry,94,89,2,2018-01-13
90,Yo Gotti,Juice,100,90,5,2018-01-13
91,Chris Stapleton,Broken Halos,-,90,6,2018-01-13
92,Maluma X Nego do Borel,Corazon,-,92,1,2018-01-13
93,Keith Urban,Female,-,69,2,2018-01-13
94,Zayn Featuring Sia,Dusk Till Dawn,99,44,17,2018-01-13
95,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,-,95,1,2018-01-13
96,Tank,When We,-,86,6,2018-01-13
97,NAV Featuring Lil Uzi Vert,Wanted You,-,64,7,2018-01-13
98,XXXTENTACION Featuring Trippie Redd,F**k Love,96,41,19,2018-01-13
99,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,95,90,4,2018-01-13
100,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,-,100,1,2018-01-13
1,Ed Sheeran,Perfect,1,1,20,2018-01-20
2,Camila Cabello Featuring Young Thug,Havana,2,2,22,2018-01-20
3,Bruno Mars & Cardi B,Finesse,35,3,2,2018-01-20
4,Post Malone Featuring 21 Savage,Rockstar,3,1,17,2018-01-20
5,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,5,4,18,2018-01-20
6,Imagine Dragons,Thunder,4,4,37,2018-01-20
7,Halsey,Bad At Love,6,6,19,2018-01-20
8,Sam Smith,Too Good At Goodbyes,7,4,18,2018-01-20
9,Justin Timberlake,Filthy,-,9,1,2018-01-20
10,"Migos, Nicki Minaj & Cardi B",MotorSport,8,6,11,2018-01-20
11,Dua Lipa,New Rules,11,11,24,2018-01-20
12,Lil Pump,Gucci Gang,9,3,18,2018-01-20
13,Kendrick Lamar Featuring Zacari,Love.,14,11,29,2018-01-20
14,Cardi B Featuring 21 Savage,Bartier Cardi,19,14,3,2018-01-20
15,NF,Let You Down,18,15,13,2018-01-20
16,G-Eazy & Halsey,Him & I,17,15,6,2018-01-20
17,Cardi B,Bodak Yellow (Money Moves),10,1,28,2018-01-20
18,Bebe Rexha & Florida Georgia Line,Meant To Be,24,18,12,2018-01-20
19,6ix9ine,Gummo,20,12,9,2018-01-20
20,Portugal. The Man,Feel It Still,12,4,30,2018-01-20
21,Demi Lovato,Sorry Not Sorry,15,6,27,2018-01-20
22,Ed Sheeran,Shape Of You,13,1,53,2018-01-20
23,Charlie Puth,How Long,27,23,14,2018-01-20
24,Selena Gomez X Marshmello,Wolves,28,20,12,2018-01-20
25,Gucci Mane Featuring Migos,I Get The Bag,26,11,21,2018-01-20
26,Post Malone,I Fall Apart,23,16,16,2018-01-20
27,Maroon 5 Featuring SZA,What Lovers Do,21,9,20,2018-01-20
28,Khalid,Young Dumb & Broke,22,18,26,2018-01-20
29,A$AP Ferg Featuring Nicki Minaj,Plain Jane,31,26,16,2018-01-20
30,Imagine Dragons,Believer,16,4,49,2018-01-20
31,Miguel Featuring Travis Scott,Sky Walker,38,31,16,2018-01-20
32,Eminem Featuring Ed Sheeran,River,45,11,4,2018-01-20
33,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,36,24,20,2018-01-20
34,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,25,1,52,2018-01-20
35,J Balvin & Willy William Featuring Beyonce,Mi Gente,30,3,28,2018-01-20
36,Taylor Swift Featuring Ed Sheeran & Future,End Game,39,36,8,2018-01-20
37,21 Savage,Bank Account,29,12,27,2018-01-20
38,Bruno Mars,That's What I Like,32,1,52,2018-01-20
39,Thomas Rhett,Marry Me,44,39,6,2018-01-20
40,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,40,40,16,2018-01-20
41,Charlie Puth,Attention,34,5,38,2018-01-20
42,SZA,The Weekend,37,29,24,2018-01-20
43,Kendrick Lamar & SZA,All The Stars,-,43,1,2018-01-20
44,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,33,3,37,2018-01-20
45,Kodak Black Featuring XXXTENTACION,Roll In Peace,47,45,21,2018-01-20
46,Marshmello Featuring Khalid,Silence,41,30,22,2018-01-20
47,MAX Featuring gnash,Lights Down Low,50,47,14,2018-01-20
48,Offset & Metro Boomin,Ric Flair Drip,49,44,11,2018-01-20
49,French Montana Featuring Swae Lee,Unforgettable,42,3,40,2018-01-20
50,N*E*R*D & Rihanna,Lemon,48,46,10,2018-01-20
51,Brett Young,Like I Loved You,46,46,16,2018-01-20
52,Russell Dickerson,Yours,52,52,13,2018-01-20
53,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,51,46,18,2018-01-20
54,Macklemore Featuring Kesha,Good Old Days,54,54,12,2018-01-20
55,Demi Lovato,Tell Me You Love Me,72,53,7,2018-01-20
56,Maren Morris,I Could Use A Love Song,62,56,21,2018-01-20
57,Eric Church,Round Here Buzz,57,57,16,2018-01-20
58,Kodak Black Featuring Lil Wayne,Codeine Dreaming,65,52,7,2018-01-20
59,Ozuna x Cardi B,La Modelo,61,52,3,2018-01-20
60,Luis Fonsi & Demi Lovato,Echame La Culpa,64,47,8,2018-01-20
61,LANCO,Greatest Love Story,53,45,19,2018-01-20
62,YBN Nahmir,Rubbin Off The Paint,60,46,10,2018-01-20
63,Chris Young,Losing Sleep,63,63,16,2018-01-20
64,Keala Settle & The Greatest Showman Ensemble,This Is Me,83,64,2,2018-01-20
65,Camila Cabello,Never Be The Same,71,61,4,2018-01-20
66,Blake Shelton,I'll Name The Dogs,56,56,18,2018-01-20
67,Post Malone,Candy Paint,59,50,12,2018-01-20
68,Walker Hayes,You Broke Up With Me,67,67,12,2018-01-20
69,Old Dominion,Written In The Sand,70,69,8,2018-01-20
70,Kane Brown,Heaven,82,70,3,2018-01-20
71,Famous Dex Featuring A$AP Rocky,Pick It Up,77,71,9,2018-01-20
72,Migos,Stir Fry,89,72,3,2018-01-20
73,6ix9ine,Kooda,68,50,6,2018-01-20
74,BTS Featuring Desiigner,MIC Drop,66,28,7,2018-01-20
75,YoungBoy Never Broke Again,No Smoke,73,73,6,2018-01-20
76,Lil Xan,Betrayed,76,67,9,2018-01-20
77,Scotty McCreery,Five More Minutes,78,77,6,2018-01-20
78,Zac Efron & Zendaya,Rewrite The Stars,85,78,2,2018-01-20
79,Quavo & Lil Yachty,Ice Tray,74,74,4,2018-01-20
80,Taylor Swift,...Ready For It?,58,4,19,2018-01-20
81,Devin Dawson,All On Me,87,81,7,2018-01-20
82,Liam Payne & Rita Ora,For You (Fifty Shades Freed),-,82,1,2018-01-20
83,Kelsea Ballerini,Legends,79,79,6,2018-01-20
84,WALK THE MOON,One Foot,80,80,2,2018-01-20
85,Lil Skies Featuring Landon Cube,Nowadays,-,85,1,2018-01-20
86,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,100,86,2,2018-01-20
87,Lil Baby,My Dawg,84,71,5,2018-01-20
88,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,95,88,2,2018-01-20
89,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,75,75,5,2018-01-20
90,Maluma X Nego do Borel,Corazon,92,90,2,2018-01-20
91,Chris Stapleton,Broken Halos,91,90,7,2018-01-20
92,Clean Bandit Featuring Julia Michaels,I Miss You,-,92,1,2018-01-20
93,Niall Horan,Too Much To Ask,86,66,12,2018-01-20
94,Becky G Featuring Bad Bunny,Mayores,81,74,12,2018-01-20
95,P!nk,Beautiful Trauma,-,95,3,2018-01-20
96,Keith Urban,Female,93,69,3,2018-01-20
97,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,99,90,5,2018-01-20
98,Lil Skies Featuring Landon Cube,Red Roses,-,98,1,2018-01-20
99,Loren Allred,Never Enough,88,88,2,2018-01-20
100,Yo Gotti,Juice,90,90,6,2018-01-20
1,Camila Cabello Featuring Young Thug,Havana,2,1,23,2018-01-27
2,Ed Sheeran,Perfect,1,1,21,2018-01-27
3,Post Malone Featuring 21 Savage,Rockstar,4,1,18,2018-01-27
4,Bruno Mars & Cardi B,Finesse,3,3,3,2018-01-27
5,Halsey,Bad At Love,7,5,20,2018-01-27
6,Imagine Dragons,Thunder,6,4,38,2018-01-27
7,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,5,4,19,2018-01-27
8,Dua Lipa,New Rules,11,8,25,2018-01-27
9,Sam Smith,Too Good At Goodbyes,8,4,19,2018-01-27
10,"Migos, Nicki Minaj & Cardi B",MotorSport,10,6,12,2018-01-27
11,Lil Pump,Gucci Gang,12,3,19,2018-01-27
12,Kendrick Lamar Featuring Zacari,Love.,13,11,30,2018-01-27
13,6ix9ine,Gummo,19,12,10,2018-01-27
14,NF,Let You Down,15,14,14,2018-01-27
15,G-Eazy & Halsey,Him & I,16,15,7,2018-01-27
16,Cardi B Featuring 21 Savage,Bartier Cardi,14,14,4,2018-01-27
17,Bebe Rexha & Florida Georgia Line,Meant To Be,18,17,13,2018-01-27
18,Taylor Swift Featuring Ed Sheeran & Future,End Game,36,18,9,2018-01-27
19,Cardi B,Bodak Yellow (Money Moves),17,1,29,2018-01-27
20,Post Malone,I Fall Apart,26,16,17,2018-01-27
21,Ed Sheeran,Shape Of You,22,1,54,2018-01-27
22,Charlie Puth,How Long,23,22,15,2018-01-27
23,Portugal. The Man,Feel It Still,20,4,31,2018-01-27
24,Gucci Mane Featuring Migos,I Get The Bag,25,11,22,2018-01-27
25,Selena Gomez X Marshmello,Wolves,24,20,13,2018-01-27
26,Imagine Dragons,Believer,30,4,50,2018-01-27
27,A$AP Ferg Featuring Nicki Minaj,Plain Jane,29,26,17,2018-01-27
28,Demi Lovato,Sorry Not Sorry,21,6,28,2018-01-27
29,Justin Timberlake,Filthy,9,9,2,2018-01-27
30,Camila Cabello,Never Be The Same,65,30,5,2018-01-27
31,Maroon 5 Featuring SZA,What Lovers Do,27,9,21,2018-01-27
32,Khalid,Young Dumb & Broke,28,18,27,2018-01-27
33,Miguel Featuring Travis Scott,Sky Walker,31,31,17,2018-01-27
34,Eminem Featuring Ed Sheeran,River,32,11,5,2018-01-27
35,Thomas Rhett,Marry Me,39,35,7,2018-01-27
36,Kodak Black Featuring XXXTENTACION,Roll In Peace,45,36,22,2018-01-27
37,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,33,24,21,2018-01-27
38,21 Savage,Bank Account,37,12,28,2018-01-27
39,J Balvin & Willy William Featuring Beyonce,Mi Gente,35,3,29,2018-01-27
40,N*E*R*D & Rihanna,Lemon,50,40,11,2018-01-27
41,MAX Featuring gnash,Lights Down Low,47,41,15,2018-01-27
42,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,40,40,17,2018-01-27
43,Offset & Metro Boomin,Ric Flair Drip,48,43,12,2018-01-27
44,Charlie Puth,Attention,41,5,39,2018-01-27
45,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,44,3,38,2018-01-27
46,SZA,The Weekend,42,29,25,2018-01-27
47,Carrie Underwood Featuring Ludacris,The Champion,-,47,1,2018-01-27
48,French Montana Featuring Swae Lee,Unforgettable,49,3,41,2018-01-27
49,Russell Dickerson,Yours,52,49,14,2018-01-27
50,Marshmello Featuring Khalid,Silence,46,30,23,2018-01-27
51,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,53,46,19,2018-01-27
52,Brett Young,Like I Loved You,51,46,17,2018-01-27
53,Kendrick Lamar & SZA,All The Stars,43,43,2,2018-01-27
54,Macklemore Featuring Kesha,Good Old Days,54,54,13,2018-01-27
55,Lil Skies Featuring Landon Cube,Nowadays,85,55,2,2018-01-27
56,Eric Church,Round Here Buzz,57,56,17,2018-01-27
57,Luis Fonsi & Demi Lovato,Echame La Culpa,60,47,9,2018-01-27
58,Keala Settle & The Greatest Showman Ensemble,This Is Me,64,58,3,2018-01-27
59,Old Dominion,Written In The Sand,69,59,9,2018-01-27
60,Migos,Stir Fry,72,60,4,2018-01-27
61,Chris Young,Losing Sleep,63,61,17,2018-01-27
62,YBN Nahmir,Rubbin Off The Paint,62,46,11,2018-01-27
63,Kodak Black Featuring Lil Wayne,Codeine Dreaming,58,52,8,2018-01-27
64,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,-,64,1,2018-01-27
65,LANCO,Greatest Love Story,61,45,20,2018-01-27
66,Famous Dex Featuring A$AP Rocky,Pick It Up,71,66,10,2018-01-27
67,Ozuna x Cardi B,La Modelo,59,52,4,2018-01-27
68,Walker Hayes,You Broke Up With Me,68,67,13,2018-01-27
69,Lil Skies Featuring Landon Cube,Red Roses,98,69,2,2018-01-27
70,Zac Efron & Zendaya,Rewrite The Stars,78,70,3,2018-01-27
71,YoungBoy Never Broke Again,Outside Today,-,71,1,2018-01-27
72,Demi Lovato,Tell Me You Love Me,55,53,8,2018-01-27
73,6ix9ine,Kooda,73,50,7,2018-01-27
74,Post Malone,Candy Paint,67,50,13,2018-01-27
75,Lil Xan,Betrayed,76,67,10,2018-01-27
76,Kane Brown,Heaven,70,70,4,2018-01-27
77,WALK THE MOON,One Foot,84,77,3,2018-01-27
78,YoungBoy Never Broke Again,No Smoke,75,73,7,2018-01-27
79,BTS Featuring Desiigner,MIC Drop,74,28,8,2018-01-27
80,Troye Sivan,My My My!,-,80,1,2018-01-27
81,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,86,81,3,2018-01-27
82,Blake Shelton,I'll Name The Dogs,66,56,19,2018-01-27
83,Scotty McCreery,Five More Minutes,77,77,7,2018-01-27
84,Dan + Shay,Tequila,-,84,1,2018-01-27
85,Kelsea Ballerini,Legends,83,79,7,2018-01-27
86,Quavo & Lil Yachty,Ice Tray,79,74,5,2018-01-27
87,Maluma X Nego do Borel,Corazon,90,87,3,2018-01-27
88,Devin Dawson,All On Me,81,81,8,2018-01-27
89,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,88,88,3,2018-01-27
90,Lil Baby,My Dawg,87,71,6,2018-01-27
91,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,-,91,1,2018-01-27
92,Dua Lipa,IDGAF,-,92,1,2018-01-27
93,Becky G Featuring Bad Bunny,Mayores,94,74,13,2018-01-27
94,Chris Stapleton,Broken Halos,91,90,8,2018-01-27
95,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,89,75,6,2018-01-27
96,Taylor Swift,...Ready For It?,80,4,20,2018-01-27
97,Loren Allred,Never Enough,99,88,3,2018-01-27
98,Enrique Iglesias Featuring Bad Bunny,El Bano,-,98,1,2018-01-27
