rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
59,Jacquees,You,85,59,6,2019-01-12
60,French Montana Featuring Drake,No Stylist,90,47,15,2019-01-12
61,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,65,61,2,2019-01-12
62,Silk City x Dua Lipa,Electricity,-,62,7,2019-01-12
63,Ariana Grande,Imagine,71,24,3,2019-01-12
64,Anuel AA & Romeo Santos,Ella Quiere Beber,92,64,9,2019-01-12
65,21 Savage,Can't Leave Without It,58,58,2,2019-01-12
66,Calboy,Envy Me,98,66,3,2019-01-12
67,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),-,56,18,2019-01-12
68,Billie Eilish,When The Party's Over,82,52,11,2019-01-12
69,Chris Stapleton,Millionaire,-,69,4,2019-01-12
70,XXXTENTACION,BAD!,68,16,8,2019-01-12
71,Shawn Mendes X Zedd,Lost In Japan,99,48,15,2019-01-12
72,Lil Baby,Pure Cocaine,-,46,4,2019-01-12
73,Billie Eilish & Khalid,Lovely,91,73,10,2019-01-12
74,Future & Juice WRLD,Fine China,97,26,11,2019-01-12
75,Jordan Davis,Take It From Me,-,75,1,2019-01-12
76,Luke Bryan,What Makes You Country,-,76,1,2019-01-12
77,Travis Scott,Yosemite,-,25,11,2019-01-12
78,21 Savage,Monster,73,73,2,2019-01-12
79,Russell Dickerson,Blue Tacoma,-,52,16,2019-01-12
80,Jake Owen,Down To The Honkytonk,-,80,1,2019-01-12
81,Lil Baby,Close Friends,-,28,12,2019-01-12
82,Lukas Graham,Love Someone,-,82,1,2019-01-12
83,Carrie Underwood,Love Wins,-,83,1,2019-01-12
84,6ix9ine Featuring Tory Lanez,KIKA,-,44,5,2019-01-12
85,Ski Mask The Slump God Featuring Juice WRLD,Nuketown,-,63,4,2019-01-12
86,Zara Larsson,Ruin My Life,-,86,1,2019-01-12
87,Loud Luxury Featuring Brando,Body,-,87,1,2019-01-12
88,Tyga & Nicki Minaj,Dip,-,63,7,2019-01-12
89,Nicki Minaj Featuring Lil Wayne,Good Form,-,60,4,2019-01-12
90,A Boogie Wit da Hoodie Featuring Juice WRLD,Demons And Angels,94,90,2,2019-01-12
91,Brett Young,Here Tonight,-,91,1,2019-01-12
92,Midland,Burn Out,-,92,1,2019-01-12
93,Bad Bunny,Solo de Mi,-,93,1,2019-01-12
94,Eminem Featuring Joyner Lucas,Lucky You,-,6,13,2019-01-12
95,benny blanco & Juice WRLD Featuring Brendon Urie,Roses,-,95,1,2019-01-12
96,XXXTENTACION,whoa (mind in awe),-,37,3,2019-01-12
97,21 Savage,All My Friends,67,67,2,2019-01-12
98,Old Dominion,Make It Sweet,-,98,1,2019-01-12
99,Billie Eilish,Ocean Eyes,-,96,3,2019-01-12
100,Billie Eilish,idontwannabeyouanymore,-,100,1,2019-01-12
1,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3,1,12,2019-01-19
2,Halsey,Without Me,1,1,14,2019-01-19
3,Ariana Grande,"Thank U, Next",2,1,10,2019-01-19
4,Travis Scott,Sicko Mode,4,1,23,2019-01-19
5,Panic! At The Disco,High Hopes,5,5,23,2019-01-19
6,Marshmello & Bastille,Happier,6,3,21,2019-01-19
7,Maroon 5 Featuring Cardi B,Girls Like You,7,1,33,2019-01-19
8,Lil Baby & Gunna,Drip Too Hard,8,4,17,2019-01-19
9,"benny blanco, Halsey & Khalid",Eastside,11,9,26,2019-01-19
10,Kodak Black Featuring Travis Scott & Offset,ZEZE,9,2,13,2019-01-19
11,Post Malone,Wow.,13,11,3,2019-01-19
12,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,12,11,17,2019-01-19
13,Post Malone,Better Now,10,3,37,2019-01-19
14,Sheck Wes,Mo Bamba,15,6,20,2019-01-19
15,Ariana Grande,Breathin,16,12,21,2019-01-19
16,5 Seconds Of Summer,Youngblood,14,7,32,2019-01-19
17,Cardi B,Money,17,13,12,2019-01-19
18,Meek Mill Featuring Drake,Going Bad,21,6,6,2019-01-19
19,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,19,11,15,2019-01-19
20,Bad Bunny Featuring Drake,MIA,20,5,13,2019-01-19
21,Flipp Dinero,Leave Me Alone,22,21,17,2019-01-19
22,Juice WRLD,Lucid Dreams,18,2,35,2019-01-19
23,Lady Gaga & Bradley Cooper,Shallow,29,5,15,2019-01-19
24,Khalid,Better,30,24,17,2019-01-19
25,Dan + Shay,Speechless,24,24,18,2019-01-19
26,Ella Mai,Trip,23,11,23,2019-01-19
27,Bazzi Featuring Camila Cabello,Beautiful,28,27,23,2019-01-19
28,Khalid & Normani,Love Lies,27,9,47,2019-01-19
29,Imagine Dragons,Natural,25,13,25,2019-01-19
30,"Cardi B, Bad Bunny & J Balvin",I Like It,26,1,40,2019-01-19
31,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,33,31,8,2019-01-19
32,Luke Combs,She Got The Best Of Me ,31,31,22,2019-01-19
33,21 Savage,A Lot,36,33,3,2019-01-19
34,Lauren Daigle,You Say,34,34,26,2019-01-19
35,Chris Brown,Undecided,-,35,1,2019-01-19
36,Lil Wayne,Uproar,35,7,15,2019-01-19
37,Ava Max,Sweet But Psycho,41,37,4,2019-01-19
38,Pinkfong,Baby Shark,32,32,2,2019-01-19
39,Jimmie Allen,Best Shot,37,37,17,2019-01-19
40,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,38,38,3,2019-01-19
41,Luke Combs,Beautiful Crazy,48,41,9,2019-01-19
42,Dean Lewis,Be Alright,40,40,11,2019-01-19
43,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,49,43,6,2019-01-19
44,Dustin Lynch,Good Girl,47,44,9,2019-01-19
45,Thomas Rhett,Sixteen,42,42,9,2019-01-19
46,Future,Crushed Up,-,46,1,2019-01-19
47,Dierks Bentley Featuring Brothers Osborne,Burning Man,45,45,12,2019-01-19
48,Pardison Fontaine Featuring Cardi B,Backin' It Up,44,44,13,2019-01-19
49,A Boogie Wit da Hoodie,Look Back At It,54,49,5,2019-01-19
50,Jason Aldean,Girl Like You,52,50,7,2019-01-19
51,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,50,50,13,2019-01-19
52,Camila Cabello,Consequences,51,51,10,2019-01-19
53,Scotty McCreery,This Is It,57,53,5,2019-01-19
54,Juice WRLD,Armed And Dangerous,56,44,9,2019-01-19
55,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,55,28,11,2019-01-19
56,Kodak Black,Calling My Spirit,58,46,6,2019-01-19
57,Tory Lanez & Rich The Kid,Talk To Me,43,43,11,2019-01-19
58,Jacquees,You,59,58,7,2019-01-19
59,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,61,59,3,2019-01-19
60,Kip Moore,Last Shot,53,53,8,2019-01-19
61,French Montana Featuring Drake,No Stylist,60,47,16,2019-01-19
62,Silk City x Dua Lipa,Electricity,62,62,8,2019-01-19
63,Calboy,Envy Me,66,63,4,2019-01-19
64,Anuel AA & Romeo Santos,Ella Quiere Beber,64,64,10,2019-01-19
65,Billie Eilish & Khalid,Lovely,73,65,11,2019-01-19
66,Lil Baby,Pure Cocaine,72,46,5,2019-01-19
67,Chris Stapleton,Millionaire,69,67,5,2019-01-19
68,Billie Eilish,When The Party's Over,68,52,12,2019-01-19
69,Jordan Davis,Take It From Me,75,69,2,2019-01-19
70,21 Savage,Can't Leave Without It,65,58,3,2019-01-19
71,Travis Scott,Yosemite,77,25,12,2019-01-19
72,Future & Juice WRLD,Fine China,74,26,12,2019-01-19
73,Ariana Grande,Imagine,63,24,4,2019-01-19
74,Luke Bryan,What Makes You Country,76,74,2,2019-01-19
75,Jake Owen,Down To The Honkytonk,80,75,2,2019-01-19
76,Zara Larsson,Ruin My Life,86,76,2,2019-01-19
77,XXXTENTACION,BAD!,70,16,9,2019-01-19
78,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),67,56,19,2019-01-19
79,Russell Dickerson,Blue Tacoma,79,52,17,2019-01-19
80,Loud Luxury Featuring Brando,Body,87,80,2,2019-01-19
81,Lil Pump,Butterfly Doors,-,81,1,2019-01-19
82,Lukas Graham,Love Someone,82,82,2,2019-01-19
83,Metro Boomin Featuring Gunna,Space Cadet,-,51,5,2019-01-19
84,Shawn Mendes X Zedd,Lost In Japan,71,48,16,2019-01-19
85,Carrie Underwood,Love Wins,83,83,2,2019-01-19
86,Ski Mask The Slump God Featuring Juice WRLD,Nuketown,85,63,5,2019-01-19
87,YoungBoy Never Broke Again,Valuable Pain,-,87,1,2019-01-19
88,Brett Young,Here Tonight,91,88,2,2019-01-19
89,Lil Baby,Close Friends,81,28,13,2019-01-19
90,21 Savage,Monster,78,73,3,2019-01-19
91,benny blanco & Juice WRLD Featuring Brendon Urie,Roses,95,91,2,2019-01-19
92,Old Dominion,Make It Sweet,98,92,2,2019-01-19
93,Midland,Burn Out,92,92,2,2019-01-19
94,Nicki Minaj Featuring Lil Wayne,Good Form,89,60,5,2019-01-19
95,A Boogie Wit da Hoodie Featuring Juice WRLD,Demons And Angels,90,90,3,2019-01-19
96,6ix9ine Featuring Tory Lanez,KIKA,84,44,6,2019-01-19
97,Billie Eilish,Ocean Eyes,99,96,4,2019-01-19
98,Billie Eilish,idontwannabeyouanymore,100,98,2,2019-01-19
99,Tyga & Nicki Minaj,Dip,88,63,8,2019-01-19
100,Eminem Featuring Joyner Lucas,Lucky You,94,6,14,2019-01-19
1,Halsey,Without Me,2,1,15,2019-01-26
2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,1,13,2019-01-26
3,Travis Scott,Sicko Mode,4,1,24,2019-01-26
4,Panic! At The Disco,High Hopes,5,4,24,2019-01-26
5,Ariana Grande,"Thank U, Next",3,1,11,2019-01-26
6,Marshmello & Bastille,Happier,6,3,22,2019-01-26
7,Maroon 5 Featuring Cardi B,Girls Like You,7,1,34,2019-01-26
8,Lil Baby & Gunna,Drip Too Hard,8,4,18,2019-01-26
9,Post Malone,Wow.,11,9,4,2019-01-26
10,Kodak Black Featuring Travis Scott & Offset,ZEZE,10,2,14,2019-01-26
11,"benny blanco, Halsey & Khalid",Eastside,9,9,27,2019-01-26
12,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,12,11,18,2019-01-26
13,Cardi B,Money,17,13,13,2019-01-26
14,Sheck Wes,Mo Bamba,14,6,21,2019-01-26
15,Post Malone,Better Now,13,3,38,2019-01-26
16,5 Seconds Of Summer,Youngblood,16,7,33,2019-01-26
17,Meek Mill Featuring Drake,Going Bad,18,6,7,2019-01-26
18,Ariana Grande,Breathin,15,12,22,2019-01-26
19,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,19,11,16,2019-01-26
20,Bad Bunny Featuring Drake,MIA,20,5,14,2019-01-26
21,Flipp Dinero,Leave Me Alone,21,21,18,2019-01-26
22,Khalid,Better,24,22,18,2019-01-26
23,Juice WRLD,Lucid Dreams,22,2,36,2019-01-26
24,Lady Gaga & Bradley Cooper,Shallow,23,5,16,2019-01-26
25,Dan + Shay,Speechless,25,24,19,2019-01-26
26,Bazzi Featuring Camila Cabello,Beautiful,27,26,24,2019-01-26
27,Gesaffelstein & The Weeknd,Lost In The Fire,-,27,1,2019-01-26
28,Khalid & Normani,Love Lies,28,9,48,2019-01-26
29,Ella Mai,Trip,26,11,24,2019-01-26
30,"Cardi B, Bad Bunny & J Balvin",I Like It,30,1,41,2019-01-26
31,Imagine Dragons,Natural,29,13,26,2019-01-26
32,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,31,31,9,2019-01-26
33,Sam Smith & Normani,Dancing With A Stranger,-,33,1,2019-01-26
34,21 Savage,A Lot,33,33,4,2019-01-26
35,Lauren Daigle,You Say,34,34,27,2019-01-26
36,Ava Max,Sweet But Psycho,37,36,5,2019-01-26
37,Pinkfong,Baby Shark,38,32,3,2019-01-26
38,Luke Combs,She Got The Best Of Me ,32,31,23,2019-01-26
39,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,40,38,4,2019-01-26
40,A Boogie Wit da Hoodie,Look Back At It,49,40,6,2019-01-26
41,Calboy,Envy Me,63,41,5,2019-01-26
42,Luke Combs,Beautiful Crazy,41,41,10,2019-01-26
43,Thomas Rhett,Sixteen,45,42,10,2019-01-26
44,Dean Lewis,Be Alright,42,40,12,2019-01-26
45,Pardison Fontaine Featuring Cardi B,Backin' It Up,48,44,14,2019-01-26
46,Jason Aldean,Girl Like You,50,46,8,2019-01-26
47,Dierks Bentley Featuring Brothers Osborne,Burning Man,47,45,13,2019-01-26
48,Jimmie Allen,Best Shot,39,37,18,2019-01-26
49,Lil Wayne,Uproar,36,7,16,2019-01-26
50,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,43,43,7,2019-01-26
51,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,51,50,14,2019-01-26
52,Scotty McCreery,This Is It,53,52,6,2019-01-26
53,Dustin Lynch,Good Girl,44,44,10,2019-01-26
54,City Girls Featuring Cardi B,Twerk,-,54,2,2019-01-26
55,Kodak Black,Calling My Spirit,56,46,7,2019-01-26
56,Chris Brown,Undecided,35,35,2,2019-01-26
57,Khalid & Kane Brown,Saturday Nights,-,57,2,2019-01-26
58,Juice WRLD,Armed And Dangerous,54,44,10,2019-01-26
59,Future,Crushed Up,46,46,2,2019-01-26
60,Camila Cabello,Consequences,52,51,11,2019-01-26
61,Jacquees,You,58,58,8,2019-01-26
62,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,55,28,12,2019-01-26
63,French Montana Featuring Drake,No Stylist,61,47,17,2019-01-26
64,Billie Eilish & Khalid,Lovely,65,64,12,2019-01-26
65,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,59,59,4,2019-01-26
66,Anuel AA & Romeo Santos,Ella Quiere Beber,64,64,11,2019-01-26
67,Lil Baby,Pure Cocaine,66,46,6,2019-01-26
68,Silk City x Dua Lipa,Electricity,62,62,9,2019-01-26
69,Kehlani Featuring Ty Dolla $ign,Nights Like This,-,69,1,2019-01-26
70,Travis Scott,Yosemite,71,25,13,2019-01-26
71,Chris Stapleton,Millionaire,67,67,6,2019-01-26
72,Tory Lanez & Rich The Kid,Talk To Me,57,43,12,2019-01-26
73,Luke Bryan,What Makes You Country,74,73,3,2019-01-26
74,Billie Eilish,When The Party's Over,68,52,13,2019-01-26
75,Blueface,Thotiana,-,75,1,2019-01-26
76,Jordan Davis,Take It From Me,69,69,3,2019-01-26
77,Zara Larsson,Ruin My Life,76,76,3,2019-01-26
78,Jake Owen,Down To The Honkytonk,75,75,3,2019-01-26
79,Alec Benjamin + Alessia Cara,Let Me Down Slowly,-,79,1,2019-01-26
80,Future,Jumpin On A Jet,-,80,1,2019-01-26
81,Lukas Graham,Love Someone,82,81,3,2019-01-26
82,Loud Luxury Featuring Brando,Body,80,80,3,2019-01-26
83,Future & Juice WRLD,Fine China,72,26,13,2019-01-26
84,Ski Mask The Slump God Featuring Juice WRLD,Nuketown,86,63,6,2019-01-26
85,XXXTENTACION,BAD!,77,16,10,2019-01-26
86,Carrie Underwood,Love Wins,85,83,3,2019-01-26
87,benny blanco & Juice WRLD Featuring Brendon Urie,Roses,91,87,3,2019-01-26
88,Metro Boomin Featuring Gunna,Space Cadet,83,51,6,2019-01-26
89,Lil Pump,Butterfly Doors,81,81,2,2019-01-26
90,YoungBoy Never Broke Again,Valuable Pain,87,87,2,2019-01-26
91,Russell Dickerson,Blue Tacoma,79,52,18,2019-01-26
92,Lil Baby,Close Friends,89,28,14,2019-01-26
93,21 Savage,Can't Leave Without It,70,58,4,2019-01-26
94,Nicki Minaj Featuring Lil Wayne,Good Form,94,60,6,2019-01-26
95,Brett Young,Here Tonight,88,88,3,2019-01-26
96,Billie Eilish,idontwannabeyouanymore,98,96,3,2019-01-26
97,Billie Eilish,Ocean Eyes,97,96,5,2019-01-26
98,Midland,Burn Out,93,92,3,2019-01-26
99,Rich The Kid,Splashin,-,99,1,2019-01-26
100,Old Dominion,Make It Sweet,92,92,3,2019-01-26
1,Ariana Grande,7 Rings,-,1,1,2019-02-02
2,Halsey,Without Me,1,1,16,2019-02-02
3,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),2,1,14,2019-02-02
4,Ariana Grande,"Thank U, Next",5,1,12,2019-02-02
5,Travis Scott,Sicko Mode,3,1,25,2019-02-02
6,Panic! At The Disco,High Hopes,4,4,25,2019-02-02
7,Marshmello & Bastille,Happier,6,3,23,2019-02-02
8,Post Malone,Wow.,9,8,5,2019-02-02
9,Maroon 5 Featuring Cardi B,Girls Like You,7,1,35,2019-02-02
10,Lil Baby & Gunna,Drip Too Hard,8,4,19,2019-02-02
