rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
61,Halsey,Graveyard,52,34,15,2020-01-04
62,Camila Cabello Featuring DaBaby,My Oh My,61,61,3,2020-01-04
63,Doja Cat & Tyga,Juicy,57,47,9,2020-01-04
64,Maren Morris,The Bones,55,48,14,2020-01-04
65,Summer Walker,Playing Games,56,16,17,2020-01-04
66,Chris Brown Featuring Gunna,Heat,59,36,17,2020-01-04
67,Idina Menzel & AURORA,Into The Unknown,65,46,5,2020-01-04
68,DaBaby,VIBEZ,60,21,13,2020-01-04
69,John Legend,Happy Xmas (War Is Over),-,69,1,2020-01-04
70,Rod Wave,Heart On Ice,70,54,7,2020-01-04
71,Lady Antebellum,What If I Never Get Over You,68,47,18,2020-01-04
72,The Weeknd,Blinding Lights,63,11,4,2020-01-04
73,Dustin Lynch,Ridin' Roads,66,66,8,2020-01-04
74,NLE Choppa,Camelot,71,37,15,2020-01-04
75,Jon Pardi,Heartache Medication,72,67,13,2020-01-04
76,Roddy Ricch & Gunna,Start Wit Me,69,58,6,2020-01-04
77,Post Malone Featuring Ozzy Osbourne & Travis Scott,Take What You Want,76,8,16,2020-01-04
78,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone,77,60,12,2020-01-04
79,Ellie Goulding & Juice WRLD,Hate Me,75,56,20,2020-01-04
80,Sam Hunt,Kinfolks,81,62,11,2020-01-04
81,Juice WRLD,Let Me Know (I Wonder Why Freestyle),78,78,2,2020-01-04
82,Thomas Rhett,Remember You Young,73,53,15,2020-01-04
83,Trippie Redd Featuring DaBaby,Death,74,59,6,2020-01-04
84,YNW Melly & 9lokknine,223's,91,34,16,2020-01-04
85,H.E.R. Featuring YG,Slide,-,85,1,2020-01-04
86,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),89,86,5,2020-01-04
87,Harry Styles,Watermelon Sugar,54,54,5,2020-01-04
88,Kane Brown,Homesick,96,88,6,2020-01-04
89,Joji,Slow Dancing In The Dark,88,69,12,2020-01-04
90,DaniLeigh Featuring Chris Brown,Easy,97,88,8,2020-01-04
91,Bad Bunny,Vete,85,33,5,2020-01-04
92,DaBaby Featuring Offset,Baby Sitter,93,59,20,2020-01-04
93,Niall Horan,Nice To Meet Ya,82,63,11,2020-01-04
94,Ant Saunders,Yellow Hearts,95,81,7,2020-01-04
95,Roddy Ricch Featuring A Boogie Wit da Hoodie,Tip Toe,80,73,4,2020-01-04
96,Doja Cat,Candy,94,86,5,2020-01-04
97,Russ & BIA,BEST ON EARTH,92,92,3,2020-01-04
98,Karol G & Nicki Minaj,Tusa,-,78,4,2020-01-04
99,Post Malone Featuring DaBaby,Enemies,98,16,16,2020-01-04
100,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border,-,53,3,2020-01-04
1,Post Malone,Circles,5,1,18,2020-01-11
2,Maroon 5,Memories,9,2,15,2020-01-11
3,Roddy Ricch,The Box,13,3,4,2020-01-11
4,Lewis Capaldi,Someone You Loved,8,1,34,2020-01-11
5,Arizona Zervas,Roxanne,6,4,9,2020-01-11
6,Lizzo,Good As Hell,10,3,19,2020-01-11
7,Tones And I,Dance Monkey,14,7,13,2020-01-11
8,Travis Scott,HIGHEST IN THE ROOM,38,1,13,2020-01-11
9,Dan + Shay & Justin Bieber,"10,000 Hours",17,4,13,2020-01-11
10,Selena Gomez,Lose You To Love Me,18,1,11,2020-01-11
11,Shawn Mendes & Camila Cabello,Senorita,26,1,28,2020-01-11
12,Mustard & Roddy Ricch,Ballin',19,12,24,2020-01-11
13,DaBaby,BOP,20,11,14,2020-01-11
14,Billie Eilish,Bad Guy,23,1,40,2020-01-11
15,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,34,1,44,2020-01-11
16,Chris Brown Featuring Drake,No Guidance,25,5,30,2020-01-11
17,Lil Nas X,Panini,30,5,28,2020-01-11
18,Lizzo,Truth Hurts,35,1,35,2020-01-11
19,SHAED,Trampoline,46,13,31,2020-01-11
20,The Weeknd,Heartless,39,1,6,2020-01-11
21,Dua Lipa,Don't Start Now,52,21,9,2020-01-11
22,Juice WRLD & YoungBoy Never Broke Again,Bandit,27,10,13,2020-01-11
23,Billie Eilish,Everything I Wanted,41,8,8,2020-01-11
24,Young Thug Featuring Gunna,Hot,33,11,20,2020-01-11
25,Jonas Brothers,Only Human,-,18,28,2020-01-11
26,Old Dominion,One Man Band,54,20,19,2020-01-11
27,Lil Baby,Woah,47,16,8,2020-01-11
28,Ed Sheeran & Justin Bieber,I Don't Care,-,2,31,2020-01-11
29,Jonas Brothers,Sucker,-,1,39,2020-01-11
30,Luke Combs,Even Though I'm Leaving,59,11,18,2020-01-11
31,Trevor Daniel,Falling,51,31,7,2020-01-11
32,blackbear,Hot Girl Bummer,55,32,16,2020-01-11
33,Lil Tecca,Ran$om,50,4,31,2020-01-11
34,Taylor Swift,Lover,57,10,20,2020-01-11
35,Harry Styles,Adore You,53,24,4,2020-01-11
36,Maren Morris,The Bones,64,36,15,2020-01-11
37,Halsey,Graveyard,61,34,16,2020-01-11
38,JACKBOYS Featuring Young Thug,Out West,-,38,1,2020-01-11
39,Wale Featuring Jeremih,On Chill,58,22,21,2020-01-11
40,Khalid,Talk,-,3,44,2020-01-11
41,YNW Melly & Juice WRLD,Suicidal,56,41,6,2020-01-11
42,Ed Sheeran Featuring Khalid,Beautiful People,-,13,25,2020-01-11
43,DaBaby,Suge,-,7,36,2020-01-11
44,Lil Uzi Vert,Futsal Shuffle 2020,48,5,3,2020-01-11
45,Doja Cat & Tyga,Juicy,63,45,10,2020-01-11
46,Don Toliver,No Idea,60,43,5,2020-01-11
47,Lil Baby & DaBaby,Baby,-,21,21,2020-01-11
48,JACKBOYS & Sheck Wes,GANG GANG,-,48,1,2020-01-11
49,Lady Antebellum,What If I Never Get Over You,71,47,19,2020-01-11
50,Camila Cabello Featuring DaBaby,My Oh My,62,50,4,2020-01-11
51,Dustin Lynch,Ridin' Roads,73,51,9,2020-01-11
52,Don Toliver Featuring Quavo & Offset,HAD ENOUGH,-,52,1,2020-01-11
53,Chris Brown Featuring Gunna,Heat,66,36,18,2020-01-11
54,Summer Walker,Playing Games,65,16,18,2020-01-11
55,Idina Menzel & AURORA,Into The Unknown,67,46,6,2020-01-11
56,JACKBOYS Featuring Don Toliver,WHAT TO DO?,-,56,1,2020-01-11
57,DaBaby,VIBEZ,68,21,14,2020-01-11
58,Jon Pardi,Heartache Medication,75,58,14,2020-01-11
59,The Weeknd,Blinding Lights,72,11,5,2020-01-11
60,Sam Hunt,Kinfolks,80,60,12,2020-01-11
61,Thomas Rhett,Remember You Young,82,53,16,2020-01-11
62,Rod Wave,Heart On Ice,70,54,8,2020-01-11
63,Post Malone Featuring Ozzy Osbourne & Travis Scott,Take What You Want,77,8,17,2020-01-11
64,Kane Brown,Homesick,88,64,7,2020-01-11
65,NLE Choppa,Camelot,74,37,16,2020-01-11
66,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),86,66,6,2020-01-11
67,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone,78,60,13,2020-01-11
68,Roddy Ricch & Gunna,Start Wit Me,76,58,7,2020-01-11
69,"JACKBOYS, Pop Smoke & Travis Scott",GATTI,-,69,1,2020-01-11
70,Roddy Ricch Featuring Mustard,High Fashion,-,70,1,2020-01-11
71,DaBaby Featuring Lil Baby & Moneybagg Yo,TOES,-,28,5,2020-01-11
72,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border,100,53,4,2020-01-11
73,H.E.R. Featuring YG,Slide,85,73,2,2020-01-11
74,Gabby Barrett Featuring Charlie Puth,I Hope,-,74,1,2020-01-11
75,Niall Horan,Nice To Meet Ya,93,63,12,2020-01-11
76,Karol G & Nicki Minaj,Tusa,98,76,5,2020-01-11
77,Jason Aldean,We Back,-,77,5,2020-01-11
78,YNW Melly & 9lokknine,223's,84,34,17,2020-01-11
79,DaniLeigh Featuring Chris Brown,Easy,90,79,9,2020-01-11
80,Joji,Slow Dancing In The Dark,89,69,13,2020-01-11
81,Russ & BIA,BEST ON EARTH,97,81,4,2020-01-11
82,Harry Styles,Watermelon Sugar,87,54,6,2020-01-11
83,Bad Bunny,Vete,91,33,6,2020-01-11
84,Jimmie Allen,Make Me Want To,-,84,1,2020-01-11
85,Post Malone Featuring DaBaby,Enemies,99,16,17,2020-01-11
86,Luke Bryan,What She Wants Tonight,-,86,2,2020-01-11
87,Kelsea Ballerini,homecoming queen?,-,82,4,2020-01-11
88,Ingrid Andress,More Hearts Than Mine,-,88,1,2020-01-11
89,Roddy Ricch Featuring A Boogie Wit da Hoodie,Tip Toe,95,73,5,2020-01-11
90,Riley Green,I Wish Grandpas Never Died,-,90,1,2020-01-11
91,Trippie Redd Featuring DaBaby,Death,83,59,7,2020-01-11
92,Ant Saunders,Yellow Hearts,94,81,8,2020-01-11
93,Tory Lanez & T-Pain,Jerry Sprunger,-,44,5,2020-01-11
94,Juice WRLD,Let Me Know (I Wonder Why Freestyle),81,78,3,2020-01-11
95,"DJ Snake, J. Balvin & Tyga",Loco Contigo,-,95,2,2020-01-11
96,Doja Cat,Candy,96,86,6,2020-01-11
97,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,-,78,4,2020-01-11
98,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",China,-,43,18,2020-01-11
99,Jordan Davis,Slow Dance In A Parking Lot,-,99,1,2020-01-11
100,Noah Cyrus & Leon Bridges,July,-,100,1,2020-01-11
1,Roddy Ricch,The Box,3,1,5,2020-01-18
2,Justin Bieber,Yummy,-,2,1,2020-01-18
3,Post Malone,Circles,1,1,19,2020-01-18
4,Maroon 5,Memories,2,2,16,2020-01-18
5,Dan + Shay & Justin Bieber,"10,000 Hours",9,4,14,2020-01-18
6,Lewis Capaldi,Someone You Loved,4,1,35,2020-01-18
7,Tones And I,Dance Monkey,7,7,14,2020-01-18
8,Lizzo,Good As Hell,6,3,20,2020-01-18
9,Arizona Zervas,Roxanne,5,4,10,2020-01-18
10,Selena Gomez,Lose You To Love Me,10,1,12,2020-01-18
11,Mustard & Roddy Ricch,Ballin',12,11,25,2020-01-18
12,DaBaby,BOP,13,11,15,2020-01-18
13,Travis Scott,HIGHEST IN THE ROOM,8,1,14,2020-01-18
14,Dua Lipa,Don't Start Now,21,14,10,2020-01-18
15,Chris Brown Featuring Drake,No Guidance,16,5,31,2020-01-18
16,SHAED,Trampoline,19,13,32,2020-01-18
17,The Weeknd,Heartless,20,1,7,2020-01-18
18,Shawn Mendes & Camila Cabello,Senorita,11,1,29,2020-01-18
19,Billie Eilish,Everything I Wanted,23,8,9,2020-01-18
20,Lizzo,Truth Hurts,18,1,36,2020-01-18
21,Young Thug Featuring Gunna,Hot,24,11,21,2020-01-18
22,Lil Baby,Woah,27,16,9,2020-01-18
23,Lil Nas X,Panini,17,5,29,2020-01-18
24,Harry Styles,Adore You,35,24,5,2020-01-18
25,Jonas Brothers,Only Human,25,18,29,2020-01-18
26,Maren Morris,The Bones,36,26,16,2020-01-18
27,Old Dominion,One Man Band,26,20,20,2020-01-18
28,Juice WRLD & YoungBoy Never Broke Again,Bandit,22,10,14,2020-01-18
29,blackbear,Hot Girl Bummer,32,29,17,2020-01-18
30,Lil Uzi Vert,Futsal Shuffle 2020,44,5,4,2020-01-18
31,Luke Combs,Even Though I'm Leaving,30,11,19,2020-01-18
32,Ed Sheeran & Justin Bieber,I Don't Care,28,2,32,2020-01-18
33,Billie Eilish,Bad Guy,14,1,41,2020-01-18
34,Jonas Brothers,Sucker,29,1,40,2020-01-18
35,Roddy Ricch Featuring Mustard,High Fashion,70,35,2,2020-01-18
36,Taylor Swift,Lover,34,10,21,2020-01-18
37,Wale Featuring Jeremih,On Chill,39,22,22,2020-01-18
38,Trevor Daniel,Falling,31,31,8,2020-01-18
39,The Weeknd,Blinding Lights,59,11,6,2020-01-18
40,Lady Antebellum,What If I Never Get Over You,49,40,20,2020-01-18
41,YNW Melly & Juice WRLD,Suicidal,41,41,7,2020-01-18
42,Khalid,Talk,40,3,45,2020-01-18
43,Halsey,Graveyard,37,34,17,2020-01-18
44,Camila Cabello Featuring DaBaby,My Oh My,50,44,5,2020-01-18
45,Ed Sheeran Featuring Khalid,Beautiful People,42,13,26,2020-01-18
46,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,15,1,45,2020-01-18
47,Dustin Lynch,Ridin' Roads,51,47,10,2020-01-18
48,Doja Cat & Tyga,Juicy,45,45,11,2020-01-18
49,Summer Walker,Playing Games,54,16,19,2020-01-18
50,DaBaby,Suge,43,7,37,2020-01-18
51,Jon Pardi,Heartache Medication,58,51,15,2020-01-18
52,JACKBOYS Featuring Young Thug,Out West,38,38,2,2020-01-18
53,DaBaby,VIBEZ,57,21,15,2020-01-18
54,Sam Hunt,Kinfolks,60,54,13,2020-01-18
55,Chris Brown Featuring Gunna,Heat,53,36,19,2020-01-18
56,Roddy Ricch & Gunna,Start Wit Me,68,56,8,2020-01-18
57,Idina Menzel & AURORA,Into The Unknown,55,46,7,2020-01-18
58,Don Toliver,No Idea,46,43,6,2020-01-18
59,Rod Wave,Heart On Ice,62,54,9,2020-01-18
60,MoneyBagg Yo Featuring Lil Baby,U Played,-,60,1,2020-01-18
61,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border,72,53,5,2020-01-18
62,DaBaby Featuring Lil Baby & Moneybagg Yo,TOES,71,28,6,2020-01-18
63,Kane Brown,Homesick,64,63,8,2020-01-18
64,Thomas Rhett,Remember You Young,61,53,17,2020-01-18
65,Gabby Barrett Featuring Charlie Puth,I Hope,74,65,2,2020-01-18
66,Post Malone Featuring Ozzy Osbourne & Travis Scott,Take What You Want,63,8,18,2020-01-18
67,H.E.R. Featuring YG,Slide,73,67,3,2020-01-18
68,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),66,66,7,2020-01-18
69,Russ & BIA,BEST ON EARTH,81,69,5,2020-01-18
70,BrockHampton,SUGAR,-,70,1,2020-01-18
71,JACKBOYS & Sheck Wes,GANG GANG,48,48,2,2020-01-18
72,NLE Choppa,Camelot,65,37,17,2020-01-18
73,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone,67,60,14,2020-01-18
74,Jason Aldean,We Back,77,74,6,2020-01-18
75,Luke Bryan,What She Wants Tonight,86,75,3,2020-01-18
76,Don Toliver Featuring Quavo & Offset,HAD ENOUGH,52,52,2,2020-01-18
77,Niall Horan,Nice To Meet Ya,75,63,13,2020-01-18
78,Jimmie Allen,Make Me Want To,84,78,2,2020-01-18
79,Roddy Ricch Featuring A Boogie Wit da Hoodie,Tip Toe,89,73,6,2020-01-18
80,DaniLeigh Featuring Chris Brown,Easy,79,79,10,2020-01-18
81,Harry Styles,Watermelon Sugar,82,54,7,2020-01-18
82,Ingrid Andress,More Hearts Than Mine,88,82,2,2020-01-18
83,Riley Green,I Wish Grandpas Never Died,90,83,2,2020-01-18
84,Kelsea Ballerini,homecoming queen?,87,82,5,2020-01-18
85,YNW Melly & 9lokknine,223's,78,34,18,2020-01-18
86,Roddy Ricch Featuring Meek Mill,Peta,-,72,3,2020-01-18
87,Karol G & Nicki Minaj,Tusa,76,76,6,2020-01-18
88,Tory Lanez & T-Pain,Jerry Sprunger,93,44,6,2020-01-18
89,Post Malone Featuring DaBaby,Enemies,85,16,18,2020-01-18
90,Olivia Rodrigo,All I Want,-,90,1,2020-01-18
91,Noah Cyrus & Leon Bridges,July,100,91,2,2020-01-18
92,Bad Bunny,Vete,83,33,7,2020-01-18
93,Carly Pearce & Lee Brice,I Hope You're Happy Now,-,93,1,2020-01-18
94,Lil Tjay,20/20,-,94,1,2020-01-18
95,Doja Cat Featuring Nicki Minaj,Say So,-,95,1,2020-01-18
96,YoungBoy Never Broke Again,Make No Sense,-,57,9,2020-01-18
97,Jordan Davis,Slow Dance In A Parking Lot,99,97,2,2020-01-18
98,Baby Keem,ORANGE SODA,-,98,1,2020-01-18
99,Moneybagg Yo X Megan Thee Stallion,All Dat,-,70,3,2020-01-18
100,JACKBOYS Featuring Don Toliver,WHAT TO DO?,56,56,2,2020-01-18
1,Roddy Ricch,The Box,1,1,6,2020-01-25
2,Future Featuring Drake,Life Is Good,-,2,1,2020-01-25
3,Post Malone,Circles,3,1,20,2020-01-25
4,Maroon 5,Memories,4,2,17,2020-01-25
5,Selena Gomez,Lose You To Love Me,10,1,13,2020-01-25
6,Lewis Capaldi,Someone You Loved,6,1,36,2020-01-25
7,Dan + Shay & Justin Bieber,"10,000 Hours",5,4,15,2020-01-25
8,Tones And I,Dance Monkey,7,7,15,2020-01-25
9,Arizona Zervas,Roxanne,9,4,11,2020-01-25
10,Justin Bieber,Yummy,2,2,2,2020-01-25
11,Lizzo,Good As Hell,8,3,21,2020-01-25
12,DaBaby,BOP,12,11,16,2020-01-25
13,Mustard & Roddy Ricch,Ballin',11,11,26,2020-01-25
14,Dua Lipa,Don't Start Now,14,14,11,2020-01-25
15,Travis Scott,HIGHEST IN THE ROOM,13,1,15,2020-01-25
16,Lil Baby,Sum 2 Prove,-,16,1,2020-01-25
17,Mac Miller,Good News,-,17,1,2020-01-25
18,The Weeknd,Heartless,17,1,8,2020-01-25
19,Chris Brown Featuring Drake,No Guidance,15,5,32,2020-01-25
20,SHAED,Trampoline,16,13,33,2020-01-25
21,Lil Baby,Woah,22,16,10,2020-01-25
22,Billie Eilish,Everything I Wanted,19,8,10,2020-01-25
23,Maren Morris,The Bones,26,23,17,2020-01-25
24,Shawn Mendes & Camila Cabello,Senorita,18,1,30,2020-01-25
25,blackbear,Hot Girl Bummer,29,25,18,2020-01-25
26,Harry Styles,Adore You,24,24,6,2020-01-25
27,Roddy Ricch Featuring Mustard,High Fashion,35,27,3,2020-01-25
28,Lil Nas X,Panini,23,5,30,2020-01-25
29,Halsey,You Should Be Sad,-,29,1,2020-01-25
30,Selena Gomez,Rare,-,30,1,2020-01-25
31,Young Thug Featuring Gunna,Hot,21,11,22,2020-01-25
32,The Weeknd,Blinding Lights,39,11,7,2020-01-25
33,Lizzo,Truth Hurts,20,1,37,2020-01-25
34,Jonas Brothers,Only Human,25,18,30,2020-01-25
35,Juice WRLD & YoungBoy Never Broke Again,Bandit,28,10,15,2020-01-25
36,Old Dominion,One Man Band,27,20,21,2020-01-25
37,Luke Combs,Even Though I'm Leaving,31,11,20,2020-01-25
38,Ed Sheeran & Justin Bieber,I Don't Care,32,2,33,2020-01-25
39,YNW Melly & Juice WRLD,Suicidal,41,39,8,2020-01-25
40,Billie Eilish,Bad Guy,33,1,42,2020-01-25
41,Trevor Daniel,Falling,38,31,9,2020-01-25
42,Jonas Brothers,Sucker,34,1,41,2020-01-25
43,Lil Uzi Vert,Futsal Shuffle 2020,30,5,5,2020-01-25
44,Camila Cabello Featuring DaBaby,My Oh My,44,44,6,2020-01-25
45,Doja Cat & Tyga,Juicy,48,45,12,2020-01-25
46,Wale Featuring Jeremih,On Chill,37,22,23,2020-01-25
47,Jon Pardi,Heartache Medication,51,47,16,2020-01-25
48,Khalid,Talk,42,3,46,2020-01-25
49,Lady Antebellum,What If I Never Get Over You,40,40,21,2020-01-25
50,Taylor Swift,Lover,36,10,22,2020-01-25
51,Sam Hunt,Kinfolks,54,51,14,2020-01-25
52,Dustin Lynch,Ridin' Roads,47,47,11,2020-01-25
53,MoneyBagg Yo Featuring Lil Baby,U Played,60,53,2,2020-01-25
54,Summer Walker,Playing Games,49,16,20,2020-01-25
55,DaBaby Featuring Lil Baby & Moneybagg Yo,TOES,62,28,7,2020-01-25
56,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border,61,53,6,2020-01-25
57,DaBaby,VIBEZ,53,21,16,2020-01-25
58,Halsey,Graveyard,43,34,18,2020-01-25
59,Chris Brown Featuring Gunna,Heat,55,36,20,2020-01-25
60,Kane Brown,Homesick,63,60,9,2020-01-25
61,Rod Wave,Heart On Ice,59,54,10,2020-01-25
62,Roddy Ricch & Gunna,Start Wit Me,56,56,9,2020-01-25
63,Don Toliver,No Idea,58,43,7,2020-01-25
64,Gabby Barrett Featuring Charlie Puth,I Hope,65,64,3,2020-01-25
65,JACKBOYS Featuring Young Thug,Out West,52,38,3,2020-01-25
66,BrockHampton,SUGAR,70,66,2,2020-01-25
67,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),68,66,8,2020-01-25
68,Russ & BIA,BEST ON EARTH,69,68,6,2020-01-25
69,Karol G & Nicki Minaj,Tusa,87,69,7,2020-01-25
70,Post Malone Featuring Ozzy Osbourne & Travis Scott,Take What You Want,66,8,19,2020-01-25
71,H.E.R. Featuring YG,Slide,67,67,4,2020-01-25
72,Jason Aldean,We Back,74,72,7,2020-01-25
73,Luke Bryan,What She Wants Tonight,75,73,4,2020-01-25
74,Jimmie Allen,Make Me Want To,78,74,3,2020-01-25
75,Riley Green,I Wish Grandpas Never Died,83,75,3,2020-01-25
76,Ingrid Andress,More Hearts Than Mine,82,76,3,2020-01-25
77,Doja Cat Featuring Nicki Minaj,Say So,95,77,2,2020-01-25
78,NLE Choppa,Camelot,72,37,18,2020-01-25
79,YoungBoy Never Broke Again,Make No Sense,96,57,10,2020-01-25
80,Thomas Rhett,Remember You Young,64,53,18,2020-01-25
81,DaniLeigh Featuring Chris Brown,Easy,80,79,11,2020-01-25
82,Roddy Ricch Featuring A Boogie Wit da Hoodie,Tip Toe,79,73,7,2020-01-25
83,Khalid,Eleven,-,83,1,2020-01-25
84,Moneybagg Yo X Megan Thee Stallion,All Dat,99,70,4,2020-01-25
85,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone,73,60,15,2020-01-25
86,John Legend,Conversations In The Dark,-,86,1,2020-01-25
87,Carly Pearce & Lee Brice,I Hope You're Happy Now,93,87,2,2020-01-25
88,Tory Lanez & T-Pain,Jerry Sprunger,88,44,7,2020-01-25
89,Moneybagg Yo Featuring DaBaby,Protect da Brand,-,89,1,2020-01-25
90,Idina Menzel & AURORA,Into The Unknown,57,46,8,2020-01-25
91,Bad Bunny,Vete,92,33,8,2020-01-25
92,Selena Gomez,Look At Her Now.,-,27,4,2020-01-25
93,Kelsea Ballerini,homecoming queen?,84,82,6,2020-01-25
94,Harry Styles,Watermelon Sugar,81,54,8,2020-01-25
95,Niall Horan,Nice To Meet Ya,77,63,14,2020-01-25
96,Noah Cyrus & Leon Bridges,July,91,91,3,2020-01-25
97,Roddy Ricch Featuring Meek Mill,Peta,86,72,4,2020-01-25
98,YNW Melly & 9lokknine,223's,85,34,19,2020-01-25
99,Jordan Davis,Slow Dance In A Parking Lot,97,97,3,2020-01-25
100,Olivia Rodrigo,All I Want,90,90,2,2020-01-25
1,Roddy Ricch,The Box,1,1,7,2020-02-01
2,Future Featuring Drake,Life Is Good,2,2,2,2020-02-01
3,Eminem Featuring Juice WRLD,Godzilla,-,3,1,2020-02-01
4,Post Malone,Circles,3,1,21,2020-02-01
5,Maroon 5,Memories,4,2,18,2020-02-01
6,Dan + Shay & Justin Bieber,"10,000 Hours",7,4,16,2020-02-01
7,Tones And I,Dance Monkey,8,7,16,2020-02-01
8,Lewis Capaldi,Someone You Loved,6,1,37,2020-02-01
9,Arizona Zervas,Roxanne,9,4,12,2020-02-01
10,Selena Gomez,Lose You To Love Me,5,1,14,2020-02-01
11,Justin Bieber,Yummy,10,2,3,2020-02-01
12,Lizzo,Good As Hell,11,3,22,2020-02-01
13,DaBaby,BOP,12,11,17,2020-02-01
14,Mustard & Roddy Ricch,Ballin',13,11,27,2020-02-01
15,Dua Lipa,Don't Start Now,14,14,12,2020-02-01
