rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
7,Bruno Mars,24K Magic,5,4,14,2017-01-28
8,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,7,7,14,2017-01-28
9,Ariana Grande Featuring Nicki Minaj,Side To Side,6,4,20,2017-01-28
10,Machine Gun Kelly x Camila Cabello,Bad Things,10,9,11,2017-01-28
11,Drake,Fake Love,9,9,12,2017-01-28
12,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),14,6,5,2017-01-28
13,Alessia Cara,Scars To Your Beautiful,12,12,20,2017-01-28
14,DJ Snake Featuring Justin Bieber,Let Me Love You,8,4,23,2017-01-28
15,Amine,Caroline,16,11,19,2017-01-28
16,Big Sean,Bounce Back,18,16,10,2017-01-28
17,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),11,5,16,2017-01-28
18,twenty one pilots,Heathens,13,2,30,2017-01-28
19,Rihanna,Love On The Brain,21,19,13,2017-01-28
20,D.R.A.M. Featuring Lil Yachty,Broccoli,15,5,31,2017-01-28
21,Hailee Steinfeld & Grey Featuring Zedd,Starving,17,12,24,2017-01-28
22,The Weeknd Featuring Daft Punk,I Feel It Coming,25,22,8,2017-01-28
23,Shawn Mendes,Mercy,19,17,17,2017-01-28
24,Jon Bellion,All Time Low,22,16,14,2017-01-28
25,Justin Timberlake,Can't Stop The Feeling!,20,1,36,2017-01-28
26,Shawn Mendes,Treat You Better,23,6,32,2017-01-28
27,Sia Featuring Sean Paul,Cheap Thrills,26,1,48,2017-01-28
28,Niall Horan,This Town,27,20,16,2017-01-28
29,Keith Urban,Blue Ain't Your Color,30,24,18,2017-01-28
30,John Legend,Love Me Now,31,23,12,2017-01-28
31,James Arthur,Say You Won't Let Go,37,31,12,2017-01-28
32,The Chainsmokers Featuring Daya,Don't Let Me Down,29,3,48,2017-01-28
33,Adele,Water Under The Bridge,38,33,10,2017-01-28
34,Martin Garrix & Bebe Rexha,In The Name Of Love,28,24,22,2017-01-28
35,Sia Featuring Kendrick Lamar,The Greatest,32,18,19,2017-01-28
36,21 Savage & Metro Boomin Featuring Future,X,36,36,18,2017-01-28
37,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,35,29,24,2017-01-28
38,Major Lazer Featuring Justin Bieber & MO,Cold Water,34,2,25,2017-01-28
39,Young M.A,OOOUUU,24,19,20,2017-01-28
40,Lil Uzi Vert,You Was Right,40,40,27,2017-01-28
41,gnash Featuring Olivia O'Brien,I Hate U I Love U,33,10,39,2017-01-28
42,KYLE Featuring Lil Yachty,iSpy,62,42,3,2017-01-28
43,Little Big Town,Better Man,44,43,11,2017-01-28
44,Gucci Mane Featuring Drake,Both,52,41,4,2017-01-28
45,Chris Brown Featuring Usher & Gucci Mane,Party,53,45,4,2017-01-28
46,21 Savage & Metro Boomin,No Heart,43,43,12,2017-01-28
47,The Weeknd,Party Monster,49,16,8,2017-01-28
48,J. Cole,Deja Vu,47,7,5,2017-01-28
49,Carrie Underwood,Dirty Laundry,48,48,13,2017-01-28
50,Future Featuring Drake,Used To This,45,14,10,2017-01-28
51,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,61,51,6,2017-01-28
52,Florida Georgia Line Featuring Tim McGraw,May We All,42,30,20,2017-01-28
53,Blake Shelton,A Guy With A Girl,54,53,9,2017-01-28
54,Shakira Featuring Maluma,Chantaje,51,51,9,2017-01-28
55,Fitz And The Tantrums,HandClap,56,55,16,2017-01-28
56,Thomas Rhett,Star Of The Show,57,56,11,2017-01-28
57,Brett Eldredge,Wanna Be That Song,46,46,15,2017-01-28
58,Jon Pardi,Dirt On My Boots,59,58,6,2017-01-28
59,Alessia Cara,How Far I'll Go,58,58,6,2017-01-28
60,Marshmello,Alone,72,60,7,2017-01-28
61,PnB Rock,Selfish,60,51,10,2017-01-28
62,Big Sean,Moves,77,62,3,2017-01-28
63,Bebe Rexha,I Got You,94,63,2,2017-01-28
64,Rae Sremmurd,Swang,71,64,4,2017-01-28
65,Dustin Lynch,Seein' Red,69,65,3,2017-01-28
66,Noah Cyrus Featuring Labrinth,Make Me (Cry),55,55,5,2017-01-28
67,Auli'i Cravalho,How Far I'll Go,41,41,7,2017-01-28
68,Train,Play That Song,68,68,7,2017-01-28
69,Drake Featuring 21 Savage,Sneakin',63,28,12,2017-01-28
70,J. Cole,Neighbors,64,13,5,2017-01-28
71,DJ Luke Nasty,OTW,73,71,4,2017-01-28
72,Childish Gambino,Redbone,81,48,7,2017-01-28
73,Travis Scott,Goosebumps,76,73,10,2017-01-28
74,21 Savage,Red Opps,75,74,4,2017-01-28
75,Brett Young,Sleep Without You,67,47,18,2017-01-28
76,Old Dominion,Song For Another Time,66,59,16,2017-01-28
77,Khalid,Location,-,77,1,2017-01-28
78,Maren Morris,80s Mercedes,74,74,9,2017-01-28
79,Chris Stapleton,Parachute,78,78,4,2017-01-28
80,Eric Church Featuring Rhiannon Giddens,Kill A Word,79,79,5,2017-01-28
81,Dwayne Johnson,You're Welcome,65,65,7,2017-01-28
82,Michael Ray,Think A Little Less,87,82,3,2017-01-28
83,Chris Young Featuring Vince Gill,Sober Saturday Night,92,83,2,2017-01-28
84,Andy Grammer,Fresh Eyes,91,59,15,2017-01-28
85,Post Malone Featuring Quavo,Congratulations,90,83,3,2017-01-28
86,Rihanna,Sex With Me,83,83,11,2017-01-28
87,Ugly God,Water,100,87,2,2017-01-28
88,A Boogie Wit da Hoodie Featuring DJ SPINKING,Timeless,89,88,3,2017-01-28
89,Sam Hunt,Drinkin' Too Much,-,89,1,2017-01-28
90,Travis Scott,Beibs In The Trap,93,90,2,2017-01-28
91,KALEO,Way Down We Go,85,85,3,2017-01-28
92,The Chainsmokers Featuring Phoebe Ryan,All We Know,80,18,15,2017-01-28
93,Brantley Gilbert,The Weekend,95,93,2,2017-01-28
94,Starley,Call On Me,-,94,2,2017-01-28
95,Brad Paisley,Today,-,70,2,2017-01-28
96,Lady Gaga,Million Reasons,86,52,10,2017-01-28
97,J. Cole,Immortal,82,11,5,2017-01-28
98,Russ,What They Want,-,83,8,2017-01-28
99,Steve Aoki & Louis Tomlinson,Just Hold On,99,52,5,2017-01-28
100,Granger Smith,If The Boot Fits,-,100,1,2017-01-28
1,Migos Featuring Lil Uzi Vert,Bad And Boujee,2,1,10,2017-02-04
2,Ed Sheeran,Shape Of You,1,1,2,2017-02-04
3,Rae Sremmurd Featuring Gucci Mane,Black Beatles,3,1,19,2017-02-04
4,The Chainsmokers Featuring Halsey,Closer,5,1,25,2017-02-04
5,The Weeknd Featuring Daft Punk,Starboy,4,1,18,2017-02-04
6,Machine Gun Kelly x Camila Cabello,Bad Things,10,6,12,2017-02-04
7,The Chainsmokers,Paris,-,7,1,2017-02-04
8,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),12,6,6,2017-02-04
