rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
32,Of Monsters And Men,Little Talks,31,31,31,2013-01-05
33,2 Chainz,I'm Different,42,33,6,2013-01-05
34,Lil Wayne Featuring Detail,No Worries,39,34,16,2013-01-05
35,Justin Bieber Featuring Big Sean,As Long As You Love Me,28,6,27,2013-01-05
36,Hunter Hayes,Wanted,37,16,35,2013-01-05
37,The Script Featuring will.i.am,Hall Of Fame,38,36,13,2013-01-05
38,Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,35,29,15,2013-01-05
39,Mumford & Sons,I Will Wait,34,23,20,2013-01-05
40,Frank Ocean,Thinkin Bout You,36,32,24,2013-01-05
41,One Direction,Little Things,46,41,6,2013-01-05
42,Chris Brown,Don't Wake Me Up,29,10,26,2013-01-05
43,Carly Rae Jepsen,Call Me Maybe,45,1,44,2013-01-05
44,The Band Perry,Better Dig Two,41,40,8,2013-01-05
45,Ellie Goulding,Lights,43,2,53,2013-01-05
46,Maroon 5,Daylight,58,46,3,2013-01-05
47,P!nk,Blow Me (One Last Kiss),44,5,25,2013-01-05
48,Ellie Goulding,Anything Could Happen,47,47,11,2013-01-05
49,Gotye Featuring Kimbra,Somebody That I Used To Know,48,1,51,2013-01-05
50,Gary Allan,Every Storm (Runs Out Of Rain),54,50,12,2013-01-05
51,Zac Brown Band,Goodbye In Her Eyes,50,48,11,2013-01-05
52,Imagine Dragons,Radioactive,55,52,17,2013-01-05
53,OneRepublic,Feel Again,52,36,17,2013-01-05
54,Justin Moore,Til My Last Day,53,51,15,2013-01-05
55,Randy Houser,How Country Feels,57,55,12,2013-01-05
56,Kip Moore,Beer Money,51,51,14,2013-01-05
57,Jason Aldean With Luke Bryan & Eric Church,The Only Way I Know,60,57,7,2013-01-05
58,The Weeknd,Wicked Games,61,58,8,2013-01-05
59,2 Chainz Featuring Kanye West,Birthday Song,62,47,20,2013-01-05
60,Cassadee Pope,Cry,-,60,1,2013-01-05
61,T.I. Featuring Lil Wayne,Ball,64,50,10,2013-01-05
62,Bruno Mars,When I Was Your Man,-,62,2,2013-01-05
63,Muse,Madness,65,60,18,2013-01-05
64,Wiz Khalifa Featuring The Weeknd,Remember You,63,63,5,2013-01-05
65,Luke Bryan,Kiss Tomorrow Goodbye,59,29,18,2013-01-05
66,Little Big Town,Tornado,66,66,7,2013-01-05
67,Chris Brown,Don't Judge Me,68,67,8,2013-01-05
68,Eric Church,Creepin',56,56,18,2013-01-05
69,Hunter Hayes,Somebody's Heartbreak,73,69,5,2013-01-05
70,Chief Keef,Love Sosa,82,70,2,2013-01-05
71,Brad Paisley,Southern Comfort Zone,69,68,12,2013-01-05
72,Kendrick Lamar Featuring Drake,Poetic Justice,77,72,9,2013-01-05
73,Adele,Skyfall,72,8,12,2013-01-05
74,One Direction,Live While We're Young,78,3,12,2013-01-05
75,Tim McGraw,One Of Those Nights,79,75,4,2013-01-05
76,Taylor Swift,Begin Again,75,7,12,2013-01-05
77,Rick Ross Featuring Wale & Drake,Diced Pineapples,76,71,12,2013-01-05
78,Big Sean,Guap,89,78,2,2013-01-05
79,Ludacris Featuring Usher & David Guetta,Rest Of My Life,80,72,5,2013-01-05
80,Kenny Chesney,El Cerrito Place,74,72,11,2013-01-05
81,Trinidad James,All Gold Everything,96,81,2,2013-01-05
82,Future,Neva End,91,82,3,2013-01-05
83,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,85,82,7,2013-01-05
84,Cassadee Pope,Over You,-,25,2,2013-01-05
85,Carrie Underwood,Two Black Cadillacs,90,85,2,2013-01-05
86,Greg Bates,Did It For The Girl,67,66,14,2013-01-05
87,Future,Turn On The Lights,83,50,20,2013-01-05
88,The Lumineers,Stubborn Love,81,81,3,2013-01-05
89,Kacey Musgraves,Merry Go 'round,88,88,2,2013-01-05
90,Jake Owen,The One That Got Away,71,51,20,2013-01-05
91,Jonn Hart Featuring IamSU!,Who Booty,93,91,2,2013-01-05
92,Passion Pit,Take A Walk,86,85,17,2013-01-05
93,Dierks Bentley,Tip It On Back,84,84,5,2013-01-05
94,Bridgit Mendler,Ready Or Not,87,78,10,2013-01-05
95,Kid Cudi,King Wizard,-,95,1,2013-01-05
96,Kelly Rowland Featuring Lil Wayne,Ice,94,88,10,2013-01-05
97,Meek Mill Featuring Kirko Bangz,Young & Gettin' It,92,88,8,2013-01-05
98,Ludacris Featuring Kelly Rowland,Representin',98,97,4,2013-01-05
99,Ke$ha,C'mon,-,99,1,2013-01-05
100,Casey James,Crying On A Suitcase,-,100,1,2013-01-05
1,Bruno Mars,Locked Out Of Heaven,1,1,13,2013-01-12
2,Taylor Swift,I Knew You Were Trouble.,4,2,11,2013-01-12
3,Rihanna,Diamonds,2,1,14,2013-01-12
4,The Lumineers,Ho Hey,3,3,30,2013-01-12
5,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,5,5,12,2013-01-12
6,PSY,Gangnam Style,19,2,17,2013-01-12
7,Ke$ha,Die Young,6,2,14,2013-01-12
8,Maroon 5,One More Night,7,1,28,2013-01-12
9,Phillip Phillips,Home,9,7,27,2013-01-12
10,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,10,10,13,2013-01-12
11,Flo Rida,I Cry,8,6,14,2013-01-12
12,will.i.am & Britney Spears,Scream & Shout,12,12,5,2013-01-12
13,fun.,Some Nights,14,3,45,2013-01-12
14,Alicia Keys Featuring Nicki Minaj,Girl On Fire,16,11,17,2013-01-12
15,Swedish House Mafia Featuring John Martin,Don't You Worry Child,11,11,15,2013-01-12
16,Ed Sheeran,The A Team,17,16,25,2013-01-12
17,Taylor Swift,We Are Never Ever Getting Back Together,29,1,21,2013-01-12
18,P!nk,Try,13,13,10,2013-01-12
19,Florida Georgia Line Featuring Nelly,Cruise,22,16,20,2013-01-12
20,Kendrick Lamar,Swimming Pools (Drank),20,17,20,2013-01-12
21,Imagine Dragons,It's Time,18,18,30,2013-01-12
22,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),15,6,22,2013-01-12
23,"Kanye West, Jay-Z, Big Sean",Clique,23,12,17,2013-01-12
24,Justin Bieber Featuring Big Sean,As Long As You Love Me,35,6,28,2013-01-12
25,Hunter Hayes,Wanted,36,16,36,2013-01-12
26,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,24,24,9,2013-01-12
27,Carly Rae Jepsen,Call Me Maybe,43,1,45,2013-01-12
28,The Script Featuring will.i.am,Hall Of Fame,37,28,14,2013-01-12
29,Lil Wayne Featuring Detail,No Worries,34,29,17,2013-01-12
30,2 Chainz,I'm Different,33,30,7,2013-01-12
31,Pitbull Featuring TJR,Don't Stop The Party,27,27,11,2013-01-12
32,Nicki Minaj,Va Va Voom,31,22,11,2013-01-12
33,One Direction,Little Things,41,33,7,2013-01-12
34,Alex Clare,Too Close,28,7,40,2013-01-12
35,Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,38,29,16,2013-01-12
36,Kelly Clarkson,Catch My Breath,30,30,10,2013-01-12
37,Chris Brown,Don't Wake Me Up,42,10,27,2013-01-12
38,Of Monsters And Men,Little Talks,32,31,32,2013-01-12
39,The Band Perry,Better Dig Two,44,39,9,2013-01-12
40,Calvin Harris Featuring Florence Welch,Sweet Nothing,26,26,8,2013-01-12
41,Gary Allan,Every Storm (Runs Out Of Rain),50,41,13,2013-01-12
42,Maroon 5,Daylight,46,42,4,2013-01-12
43,One Direction,Live While We're Young,74,3,13,2013-01-12
44,Miguel,Adorn,25,17,22,2013-01-12
45,Frank Ocean,Thinkin Bout You,40,32,25,2013-01-12
46,Mumford & Sons,I Will Wait,39,23,21,2013-01-12
47,P!nk,Blow Me (One Last Kiss),47,5,26,2013-01-12
48,Gotye Featuring Kimbra,Somebody That I Used To Know,49,1,52,2013-01-12
49,Bridgit Mendler,Ready Or Not,94,49,11,2013-01-12
50,Ellie Goulding,Lights,45,2,54,2013-01-12
51,Imagine Dragons,Radioactive,52,51,18,2013-01-12
52,Jason Aldean With Luke Bryan & Eric Church,The Only Way I Know,57,52,8,2013-01-12
53,Ellie Goulding,Anything Could Happen,48,47,12,2013-01-12
54,Randy Houser,How Country Feels,55,54,13,2013-01-12
55,Hunter Hayes,Somebody's Heartbreak,69,55,6,2013-01-12
56,Chief Keef,Love Sosa,70,56,3,2013-01-12
57,Zac Brown Band,Goodbye In Her Eyes,51,48,12,2013-01-12
58,OneRepublic,Feel Again,53,36,18,2013-01-12
59,T.I. Featuring Lil Wayne,Ball,61,50,11,2013-01-12
60,Justin Moore,Til My Last Day,54,51,16,2013-01-12
61,Kip Moore,Beer Money,56,51,15,2013-01-12
62,Adele,Skyfall,73,8,13,2013-01-12
63,Taylor Swift,Begin Again,76,7,13,2013-01-12
64,Luke Bryan,Kiss Tomorrow Goodbye,65,29,19,2013-01-12
65,Little Big Town,Tornado,66,65,8,2013-01-12
66,Wiz Khalifa Featuring The Weeknd,Remember You,64,63,6,2013-01-12
67,Eric Church,Creepin',68,56,19,2013-01-12
68,The Weeknd,Wicked Games,58,58,9,2013-01-12
69,Anne Hathaway,I Dreamed A Dream,-,69,1,2013-01-12
70,Chris Brown,Don't Judge Me,67,67,9,2013-01-12
71,Brad Paisley,Southern Comfort Zone,71,68,13,2013-01-12
72,Big Sean,Guap,78,72,3,2013-01-12
73,Cher Lloyd Featuring Becky G,Oath,-,73,2,2013-01-12
74,Kendrick Lamar Featuring Drake,Poetic Justice,72,72,10,2013-01-12
75,Kacey Musgraves,Merry Go 'round,89,75,3,2013-01-12
76,Carrie Underwood,Two Black Cadillacs,85,76,3,2013-01-12
77,Trinidad James,All Gold Everything,81,77,3,2013-01-12
78,Muse,Madness,63,60,19,2013-01-12
79,Tim McGraw,One Of Those Nights,75,75,5,2013-01-12
80,Taylor Swift,Red,-,6,5,2013-01-12
81,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,83,81,8,2013-01-12
82,Rick Ross Featuring Wale & Drake,Diced Pineapples,77,71,13,2013-01-12
83,One Direction,Kiss You,-,83,2,2013-01-12
84,Taylor Swift,22,-,44,2,2013-01-12
85,Kenny Chesney,El Cerrito Place,80,72,12,2013-01-12
86,Meek Mill Featuring Kirko Bangz,Young & Gettin' It,97,86,9,2013-01-12
87,Dierks Bentley,Tip It On Back,93,84,6,2013-01-12
88,Future,Neva End,82,82,4,2013-01-12
89,Greg Bates,Did It For The Girl,86,66,15,2013-01-12
90,Casey James,Crying On A Suitcase,100,90,2,2013-01-12
91,Kid Cudi,King Wizard,95,91,2,2013-01-12
92,Ludacris Featuring Usher & David Guetta,Rest Of My Life,79,72,6,2013-01-12
93,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),-,93,1,2013-01-12
94,Bruno Mars,When I Was Your Man,62,62,3,2013-01-12
95,Jonn Hart Featuring IamSU!,Who Booty,91,91,3,2013-01-12
96,The Barden Bellas,Bellas Finals: Price Tag / Don't You (Forget About Me)...,-,96,1,2013-01-12
97,Ke$ha,C'mon,99,97,2,2013-01-12
98,One Direction,Rock Me,-,98,1,2013-01-12
99,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",My Moment,-,89,7,2013-01-12
100,Kelly Rowland Featuring Lil Wayne,Ice,96,88,11,2013-01-12
1,Bruno Mars,Locked Out Of Heaven,1,1,14,2013-01-19
2,Rihanna,Diamonds,3,1,15,2013-01-19
3,Taylor Swift,I Knew You Were Trouble.,2,2,12,2013-01-19
4,The Lumineers,Ho Hey,4,3,31,2013-01-19
5,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,10,5,14,2013-01-19
6,Phillip Phillips,Home,9,6,28,2013-01-19
7,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,5,5,13,2013-01-19
8,will.i.am & Britney Spears,Scream & Shout,12,8,6,2013-01-19
9,Maroon 5,One More Night,8,1,29,2013-01-19
10,Flo Rida,I Cry,11,6,15,2013-01-19
11,Swedish House Mafia Featuring John Martin,Don't You Worry Child,15,11,16,2013-01-19
12,Ke$ha,Die Young,7,2,15,2013-01-19
13,Alicia Keys Featuring Nicki Minaj,Girl On Fire,14,11,18,2013-01-19
14,PSY,Gangnam Style,6,2,18,2013-01-19
15,fun.,Some Nights,13,3,46,2013-01-19
16,P!nk,Try,18,13,11,2013-01-19
17,Pitbull Featuring TJR,Don't Stop The Party,31,17,12,2013-01-19
18,Ed Sheeran,The A Team,16,16,26,2013-01-19
19,Imagine Dragons,It's Time,21,18,31,2013-01-19
20,Kendrick Lamar,Swimming Pools (Drank),20,17,21,2013-01-19
21,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),22,6,23,2013-01-19
22,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,26,22,10,2013-01-19
23,Florida Georgia Line Featuring Nelly,Cruise,19,16,21,2013-01-19
24,Calvin Harris Featuring Florence Welch,Sweet Nothing,40,24,9,2013-01-19
25,Taylor Swift,We Are Never Ever Getting Back Together,17,1,22,2013-01-19
26,"Kanye West, Jay-Z, Big Sean",Clique,23,12,18,2013-01-19
27,Of Monsters And Men,Little Talks,38,27,33,2013-01-19
28,Alex Clare,Too Close,34,7,41,2013-01-19
29,Carly Rae Jepsen,Call Me Maybe,27,1,46,2013-01-19
30,Kelly Clarkson,Catch My Breath,36,30,11,2013-01-19
31,Hunter Hayes,Wanted,25,16,37,2013-01-19
32,The Script Featuring will.i.am,Hall Of Fame,28,28,15,2013-01-19
33,2 Chainz,I'm Different,30,30,8,2013-01-19
34,Maroon 5,Daylight,42,34,5,2013-01-19
35,Mumford & Sons,I Will Wait,46,23,22,2013-01-19
36,Miguel,Adorn,44,17,23,2013-01-19
37,One Direction,Little Things,33,33,8,2013-01-19
38,Lil Wayne Featuring Detail,No Worries,29,29,18,2013-01-19
39,Justin Bieber Featuring Big Sean,As Long As You Love Me,24,6,29,2013-01-19
40,The Band Perry,Better Dig Two,39,39,10,2013-01-19
41,Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,35,29,17,2013-01-19
42,Nicki Minaj,Va Va Voom,32,22,12,2013-01-19
43,Gotye Featuring Kimbra,Somebody That I Used To Know,48,1,53,2013-01-19
44,Gary Allan,Every Storm (Runs Out Of Rain),41,41,14,2013-01-19
45,Ellie Goulding,Lights,50,2,55,2013-01-19
46,Frank Ocean,Thinkin Bout You,45,32,26,2013-01-19
47,P!nk,Blow Me (One Last Kiss),47,5,27,2013-01-19
48,Chris Brown,Don't Wake Me Up,37,10,28,2013-01-19
49,Imagine Dragons,Radioactive,51,49,19,2013-01-19
50,Zac Brown Band,Goodbye In Her Eyes,57,48,13,2013-01-19
51,Randy Houser,How Country Feels,54,51,14,2013-01-19
52,Jason Aldean With Luke Bryan & Eric Church,The Only Way I Know,52,52,9,2013-01-19
53,OneRepublic,Feel Again,58,36,19,2013-01-19
54,Ellie Goulding,Anything Could Happen,53,47,13,2013-01-19
55,T.I. Featuring Lil Wayne,Ball,59,50,12,2013-01-19
56,Kip Moore,Beer Money,61,51,16,2013-01-19
57,Little Big Town,Tornado,65,57,9,2013-01-19
58,Justin Moore,Til My Last Day,60,51,17,2013-01-19
59,Hunter Hayes,Somebody's Heartbreak,55,55,7,2013-01-19
60,The Weeknd,Wicked Games,68,58,10,2013-01-19
61,Trinidad James,All Gold Everything,77,61,4,2013-01-19
62,Brad Paisley,Southern Comfort Zone,71,62,14,2013-01-19
63,One Direction,Live While We're Young,43,3,14,2013-01-19
64,Kendrick Lamar Featuring Drake,Poetic Justice,74,64,11,2013-01-19
65,Ke$ha,C'mon,97,65,3,2013-01-19
66,Chief Keef,Love Sosa,56,56,4,2013-01-19
67,Wiz Khalifa Featuring The Weeknd,Remember You,66,63,7,2013-01-19
68,Muse,Madness,78,60,20,2013-01-19
69,Tim McGraw,One Of Those Nights,79,69,6,2013-01-19
70,Carrie Underwood,Two Black Cadillacs,76,70,4,2013-01-19
71,Chris Brown,Don't Judge Me,70,67,10,2013-01-19
72,Luke Bryan,Kiss Tomorrow Goodbye,64,29,20,2013-01-19
73,Taylor Swift,Begin Again,63,7,14,2013-01-19
74,Anne Hathaway,I Dreamed A Dream,69,69,2,2013-01-19
75,Bridgit Mendler,Ready Or Not,49,49,12,2013-01-19
76,Kacey Musgraves,Merry Go 'round,75,75,4,2013-01-19
77,Big Sean,Guap,72,72,4,2013-01-19
78,Adele,Skyfall,62,8,14,2013-01-19
79,Eric Church,Creepin',67,56,20,2013-01-19
80,Ludacris Featuring Usher & David Guetta,Rest Of My Life,92,72,7,2013-01-19
81,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),93,81,2,2013-01-19
82,Dierks Bentley,Tip It On Back,87,82,7,2013-01-19
83,Future,Neva End,88,82,5,2013-01-19
84,Jonn Hart Featuring IamSU!,Who Booty,95,84,4,2013-01-19
85,Kenny Chesney,El Cerrito Place,85,72,13,2013-01-19
86,Rick Ross Featuring Wale & Drake,Diced Pineapples,82,71,14,2013-01-19
87,The Barden Bellas,Bellas Finals: Price Tag / Don't You (Forget About Me)...,96,87,2,2013-01-19
88,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,81,81,9,2013-01-19
89,The Lumineers,Stubborn Love,-,81,4,2013-01-19
90,Rihanna,Pour It Up,-,90,1,2013-01-19
91,Lee Brice,I Drive Your Truck,-,91,1,2013-01-19
92,Casey James,Crying On A Suitcase,90,90,3,2013-01-19
93,"The Barden Bellas, The Treblemakers & The BU Harmonics",Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,-,93,1,2013-01-19
94,Passion Pit,Take A Walk,-,85,18,2013-01-19
95,Meek Mill Featuring Kirko Bangz,Young & Gettin' It,86,86,10,2013-01-19
96,Greg Bates,Did It For The Girl,89,66,16,2013-01-19
97,Samantha Barks,On My Own,-,97,1,2013-01-19
98,Kelly Rowland Featuring Lil Wayne,Ice,100,88,12,2013-01-19
99,Lupe Fiasco & Guy Sebastian,Battle Scars,-,73,2,2013-01-19
100,fun.,Carry On,-,100,1,2013-01-19
1,Bruno Mars,Locked Out Of Heaven,1,1,15,2013-01-26
2,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,5,2,15,2013-01-26
3,The Lumineers,Ho Hey,4,3,32,2013-01-26
4,Taylor Swift,I Knew You Were Trouble.,3,2,13,2013-01-26
5,Rihanna,Diamonds,2,1,16,2013-01-26
6,will.i.am & Britney Spears,Scream & Shout,8,6,7,2013-01-26
7,Swedish House Mafia Featuring John Martin,Don't You Worry Child,11,7,17,2013-01-26
8,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,7,5,14,2013-01-26
9,Phillip Phillips,Home,6,6,29,2013-01-26
10,Flo Rida,I Cry,10,6,16,2013-01-26
11,Maroon 5,One More Night,9,1,30,2013-01-26
12,P!nk,Try,16,12,12,2013-01-26
13,Alicia Keys Featuring Nicki Minaj,Girl On Fire,13,11,19,2013-01-26
14,fun.,Some Nights,15,3,47,2013-01-26
15,Imagine Dragons,It's Time,19,15,32,2013-01-26
16,Ke$ha,Die Young,12,2,16,2013-01-26
17,Pitbull Featuring TJR,Don't Stop The Party,17,17,13,2013-01-26
18,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,22,18,11,2013-01-26
19,Ed Sheeran,The A Team,18,16,27,2013-01-26
20,Calvin Harris Featuring Florence Welch,Sweet Nothing,24,20,10,2013-01-26
21,Kendrick Lamar,Swimming Pools (Drank),20,17,22,2013-01-26
22,PSY,Gangnam Style,14,2,19,2013-01-26
23,Kelly Clarkson,Catch My Breath,30,23,12,2013-01-26
24,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),21,6,24,2013-01-26
25,Maroon 5,Daylight,34,25,6,2013-01-26
26,The Script Featuring will.i.am,Hall Of Fame,32,26,16,2013-01-26
27,Of Monsters And Men,Little Talks,27,27,34,2013-01-26
28,2 Chainz,I'm Different,33,28,9,2013-01-26
29,"Kanye West, Jay-Z, Big Sean",Clique,26,12,19,2013-01-26
30,Florida Georgia Line Featuring Nelly,Cruise,23,16,22,2013-01-26
31,Hunter Hayes,Wanted,31,16,38,2013-01-26
32,Mumford & Sons,I Will Wait,35,23,23,2013-01-26
33,The Band Perry,Better Dig Two,40,33,11,2013-01-26
34,Miguel,Adorn,36,17,24,2013-01-26
35,Gary Allan,Every Storm (Runs Out Of Rain),44,35,15,2013-01-26
36,One Direction,Little Things,37,33,9,2013-01-26
37,Alex Clare,Too Close,28,7,42,2013-01-26
38,Lil Wayne Featuring Detail,No Worries,38,29,19,2013-01-26
39,Taylor Swift,We Are Never Ever Getting Back Together,25,1,23,2013-01-26
40,Carly Rae Jepsen,Call Me Maybe,29,1,47,2013-01-26
41,Imagine Dragons,Radioactive,49,41,20,2013-01-26
42,Gotye Featuring Kimbra,Somebody That I Used To Know,43,1,54,2013-01-26
43,Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,41,29,18,2013-01-26
44,Blake Shelton,Sure Be Cool If You Did,-,44,1,2013-01-26
45,Frank Ocean,Thinkin Bout You,46,32,27,2013-01-26
46,Jason Aldean With Luke Bryan & Eric Church,The Only Way I Know,52,46,10,2013-01-26
47,Randy Houser,How Country Feels,51,47,15,2013-01-26
48,Ke$ha,C'mon,65,48,4,2013-01-26
49,Ellie Goulding,Lights,45,2,56,2013-01-26
50,Nicki Minaj,Va Va Voom,42,22,13,2013-01-26
51,Zac Brown Band,Goodbye In Her Eyes,50,48,14,2013-01-26
52,Trinidad James,All Gold Everything,61,52,5,2013-01-26
53,The Weeknd,Wicked Games,60,53,11,2013-01-26
54,T.I. Featuring Lil Wayne,Ball,55,50,13,2013-01-26
55,OneRepublic,Feel Again,53,36,20,2013-01-26
56,Brad Paisley,Southern Comfort Zone,62,56,15,2013-01-26
57,Tim McGraw,One Of Those Nights,69,57,7,2013-01-26
58,Little Big Town,Tornado,57,57,10,2013-01-26
59,Kendrick Lamar Featuring Drake,Poetic Justice,64,59,12,2013-01-26
60,Hunter Hayes,Somebody's Heartbreak,59,55,8,2013-01-26
61,Carrie Underwood,Two Black Cadillacs,70,61,5,2013-01-26
62,Ellie Goulding,Anything Could Happen,54,47,14,2013-01-26
63,Muse,Madness,68,60,21,2013-01-26
64,Taylor Swift,The Moment I Knew,-,64,1,2013-01-26
65,One Direction,Kiss You,-,65,3,2013-01-26
66,Wiz Khalifa Featuring The Weeknd,Remember You,67,63,8,2013-01-26
67,Chris Brown,Don't Judge Me,71,67,11,2013-01-26
68,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),81,68,3,2013-01-26
69,Chief Keef,Love Sosa,66,56,5,2013-01-26
70,Kip Moore,Beer Money,56,51,17,2013-01-26
71,Justin Moore,Til My Last Day,58,51,18,2013-01-26
72,Kacey Musgraves,Merry Go 'round,76,72,5,2013-01-26
73,Taylor Swift,Begin Again,73,7,15,2013-01-26
74,OneRepublic,If I Lose Myself,-,74,1,2013-01-26
75,Ludacris Featuring Usher & David Guetta,Rest Of My Life,80,72,8,2013-01-26
76,Rihanna,Pour It Up,90,76,2,2013-01-26
77,Big Sean,Guap,77,72,5,2013-01-26
78,Future,Neva End,83,78,6,2013-01-26
79,Dierks Bentley,Tip It On Back,82,79,8,2013-01-26
80,Jonn Hart Featuring IamSU!,Who Booty,84,80,5,2013-01-26
81,The Lumineers,Stubborn Love,89,81,5,2013-01-26
82,One Direction,Live While We're Young,63,3,15,2013-01-26
83,Adele,Skyfall,78,8,15,2013-01-26
84,Justin Timberlake Featuring JAY Z,Suit & Tie,-,84,1,2013-01-26
85,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,88,81,10,2013-01-26
86,Rick Ross Featuring Wale & Drake,Diced Pineapples,86,71,15,2013-01-26
87,Lee Brice,I Drive Your Truck,91,87,2,2013-01-26
88,The Barden Bellas,Bellas Finals: Price Tag / Don't You (Forget About Me)...,87,87,3,2013-01-26
89,Bruno Mars,When I Was Your Man,-,62,4,2013-01-26
90,"The Barden Bellas, The Treblemakers & The BU Harmonics",Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,93,90,2,2013-01-26
91,Passion Pit,Take A Walk,94,85,19,2013-01-26
92,fun.,Carry On,100,92,2,2013-01-26
93,Anne Hathaway,I Dreamed A Dream,74,69,3,2013-01-26
94,Thompson Square,If I Didn't Have You,-,94,2,2013-01-26
95,B.o.B Featuring T.I. & Juicy J,We Still In This B****,-,95,1,2013-01-26
96,Lupe Fiasco & Guy Sebastian,Battle Scars,99,73,3,2013-01-26
97,Bridgit Mendler,Ready Or Not,75,49,13,2013-01-26
98,Casey James,Crying On A Suitcase,92,90,4,2013-01-26
99,Imagine Dragons,Demons,-,99,1,2013-01-26
100,Kendrick Lamar,"Bitch, Don't Kill My Vibe",-,100,1,2013-01-26
1,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,2,1,16,2013-02-02
2,Bruno Mars,Locked Out Of Heaven,1,1,16,2013-02-02
3,The Lumineers,Ho Hey,3,3,33,2013-02-02
4,Justin Timberlake Featuring JAY Z,Suit & Tie,84,4,2,2013-02-02
5,Taylor Swift,I Knew You Were Trouble.,4,2,14,2013-02-02
6,will.i.am & Britney Spears,Scream & Shout,6,6,8,2013-02-02
7,Swedish House Mafia Featuring John Martin,Don't You Worry Child,7,7,18,2013-02-02
8,Rihanna,Diamonds,5,1,17,2013-02-02
9,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,8,5,15,2013-02-02
